Name,MPC,a,e,i,Omega,omega,lambda,beta,Dist,Epoch
2012HZ84,K12H84Z,4.6094e+01,2.0095e-01,9.5138e-02,4.4878e+00,1.5516e+00,-1.425,0.037,40.934,2456539.5
2012HE85,K12H85E,4.4556e+01,1.0041e-01,5.2796e-02,4.1049e+00,9.9986e-01,-1.350,0.039,40.141,2457187.1
2012HK85,K12H85K,5.7624e+01,3.3681e-01,8.4020e-02,1.3238e+00,3.0401e+00,-2.509,0.055,39.978,2456753.1
2012HL85,K12H85L,4.0521e+01,1.8904e-02,2.8901e-01,8.3175e-01,5.4570e+00,-2.465,0.048,41.120,2456770.9
2012KU50,K12K50U,4.0996e+01,2.4730e-01,3.2898e-01,1.1653e+00,2.2120e+00,-2.439,0.145,31.544,2457205.8
2012SB67,K12S67B,4.7044e+01,1.4029e-01,3.1288e-01,3.7464e+00,2.6483e+00,0.171,0.127,40.454,2456682.7
2012TE324,K12TW4E,4.6118e+01,1.2023e-01,9.6813e-02,2.6526e+00,5.2940e+00,0.513,-0.084,43.257,2456621.8
2012TF324,K12TW4F,4.3362e+01,1.1005e-01,1.3760e-01,5.5590e+00,1.6195e+00,0.342,0.124,39.126,2456622.7
2012UK177,K12UH7K,9.2322e+01,6.1726e-01,4.3375e-01,4.3892e+00,2.8356e+00,0.557,0.275,36.470,2456337.7
2012UL177,K12UH7L,4.0666e+01,1.1662e-01,3.3573e-01,4.7502e+00,2.5765e+00,0.542,0.289,36.390,2456340.8
2012UM177,K12UH7M,4.3549e+01,5.8272e-02,2.8234e-01,5.0220e+00,9.9318e-01,0.542,0.271,41.746,2456337.7
2012UN177,K12UH7N,4.3172e+01,1.5840e-01,3.5071e-01,5.9566e+00,1.2337e+00,0.563,0.279,36.541,2456340.7
2012UO177,K12UH7O,4.1562e+01,3.5094e-02,2.8704e-01,5.0607e+00,5.8647e+00,0.574,0.276,42.420,2456337.7
2012UP177,K12UH7P,4.2823e+01,9.8641e-02,2.8974e-01,4.8899e+00,1.0450e+00,0.569,0.264,40.032,2456337.8
2012UQ177,K12UH7Q,5.1967e+01,3.1242e-01,3.4212e-01,5.7623e+00,2.0962e+00,0.650,0.325,39.277,2457334.7
2012UR177,K12UH7R,7.3787e+01,4.9158e-01,2.8541e-01,5.0876e+00,2.7604e+00,0.575,0.276,43.884,2456337.7
2012US177,K12UH7S,5.6089e+01,3.6652e-01,3.0044e-01,4.7435e+00,1.6146e+00,0.590,0.250,36.836,2456340.8
2012UT177,K12UH7T,4.7486e+01,1.2719e-01,2.8559e-01,5.5937e+00,4.9187e+00,0.600,0.274,52.729,2456339.7
2012UB178,K12UH8B,4.2681e+01,1.1242e-01,1.5619e-01,3.1483e+00,1.4795e+00,0.973,-0.132,46.743,2456622.9
2012UE178,K12UH8E,4.3744e+01,4.9818e-02,7.2990e-02,1.5711e+00,2.2008e+00,1.129,-0.032,45.634,2456622.9
2012VS113,K12VB3S,5.5082e+01,3.0944e-01,4.6749e-01,2.9950e+00,3.8417e+00,0.638,-0.335,38.095,2456878.9
2012VV113,K12VB3V,4.6087e+01,1.1579e-01,2.7348e-01,2.0252e+00,5.1477e+00,0.665,-0.270,40.845,2457385.6
2013AQ183,K13AI3Q,4.6466e+01,1.6197e-01,4.5134e-02,3.3156e+00,5.3788e+00,2.333,-0.038,38.950,2456740.8
2013AS183,K13AI3S,6.1205e+01,4.0663e-01,3.7868e-01,2.3633e+00,5.6065e+00,2.350,-0.007,38.647,2456681.9
2013AT183,K13AI3T,6.1922e+01,4.2269e-01,4.8920e-01,5.3156e+00,1.2019e+00,2.204,-0.021,61.244,2456714.9
2013EC138,K13ED8C,4.7422e+01,1.3630e-01,1.4675e-01,5.4269e+00,3.6920e+00,2.252,0.001,41.724,2457122.8
2013EM149,K13EE9M,4.5258e+01,5.7285e-02,4.5954e-02,2.9549e+00,2.6801e-01,-2.506,0.034,43.044,2456856.8
2013EJ154,K13EF4J,4.4024e+01,1.1596e-01,1.7073e-01,5.0672e+00,1.6676e+00,3.112,-0.162,48.427,2456740.9
2013FY27,K13F27Y,5.8706e+01,3.9341e-01,5.7788e-01,3.2649e+00,2.4450e+00,2.883,-0.244,80.273,2457423.0
2013FA28,K13F28A,4.4188e+01,4.1821e-02,2.6826e-02,5.2601e+00,3.6456e-01,-2.727,-0.027,45.026,2457098.0
2013FB28,K13F28B,4.5827e+01,6.3239e-02,2.7306e-01,5.5978e+00,2.9797e+00,3.098,-0.169,43.756,2457460.8
2013FG28,K13F28G,5.4370e+01,3.3944e-01,3.6741e-01,5.7495e+00,4.1803e+00,3.096,-0.185,37.136,2457478.6
2013FH28,K13F28H,4.3273e+01,1.4120e-01,2.2829e-01,5.6345e+00,5.1549e+00,3.064,-0.128,41.588,2457097.8
2013FQ28,K13F28Q,6.2693e+01,2.7443e-01,4.4991e-01,3.7499e+00,3.9921e+00,-2.712,-0.086,67.184,2457132.8
2013GO136,K13GD6O,3.8770e+01,6.0835e-02,4.2371e-01,6.8309e-01,2.5853e+00,-2.451,-0.008,36.753,2456802.9
2013GP136,K13GD6P,1.4985e+02,7.2601e-01,5.8537e-01,3.6779e+00,7.4169e-01,-2.502,0.054,44.833,2457049.1
2013GT136,K13GD6T,4.2370e+01,1.5403e-01,2.1139e-01,7.1307e-01,6.2196e+00,-2.525,0.025,48.882,2457049.2
2013GU136,K13GD6U,4.4134e+01,1.6848e-01,1.4518e-01,8.5818e-01,2.1900e+00,-2.553,0.035,38.008,2456856.8
2013GV136,K13GD6V,4.1099e+01,3.5113e-02,1.3006e-01,3.7707e+00,5.0390e+00,-2.432,0.007,40.669,2457049.1
2013GZ136,K13GD6Z,8.6715e+01,6.0919e-01,3.2050e-01,3.7337e+00,6.3769e-01,-2.487,0.012,36.295,2457049.1
2013GC137,K13GD7C,4.3229e+01,2.7848e-02,4.0282e-02,7.1037e-01,9.6386e-01,-2.449,0.002,43.851,2457049.1
2013GM137,K13GD7M,4.4106e+01,7.6277e-02,3.9202e-01,5.6666e-01,1.7904e+00,-2.486,-0.030,43.384,2457460.9
2013GN137,K13GD7N,4.4092e+01,6.4931e-02,4.8189e-02,1.2636e+00,1.8002e+00,-2.504,0.029,41.826,2457460.9
2013GO137,K13GD7O,4.1425e+01,9.1774e-02,5.1054e-01,6.1783e-01,5.0758e+00,-2.522,0.012,42.554,2457049.2
2013GP137,K13GD7P,4.3713e+01,2.5181e-02,3.0508e-02,2.4703e+00,3.4869e+00,-2.478,0.030,44.313,2457460.9
2013GQ137,K13GD7Q,4.5685e+01,1.3117e-01,4.9690e-02,1.5790e+00,1.2174e+00,-2.454,0.040,41.993,2457461.0
2013GR137,K13GD7R,4.2629e+01,4.4424e-02,7.3758e-02,8.9633e-01,4.0807e+00,-2.510,0.019,41.857,2456805.9
2013GS137,K13GD7S,4.3864e+01,9.9738e-02,4.5291e-02,1.6733e+00,2.1091e+00,-2.510,0.040,39.489,2456805.9
2013GT137,K13GD7T,4.4597e+01,1.0633e-01,4.0038e-02,4.4103e-01,1.8950e+00,-2.421,-0.010,43.808,2457461.0
2013GU137,K13GD7U,4.4837e+01,7.4262e-02,8.6795e-02,6.2371e-01,3.6994e+00,-2.495,-0.004,41.877,2456856.8
2013GV137,K13GD7V,4.3796e+01,8.3305e-02,5.5798e-02,1.2180e+00,5.0639e+00,-2.512,0.030,46.578,2456856.8
2013GW137,K13GD7W,4.2861e+01,6.2522e-02,8.7563e-02,8.0819e-01,3.3163e+00,-2.489,0.016,40.330,2457049.1
2013GX137,K13GD7X,4.3294e+01,5.9092e-02,7.2047e-02,8.9223e-01,4.2084e+00,-2.490,0.019,42.547,2457049.1
2013GY137,K13GD7Y,4.4884e+01,1.0100e-01,9.2660e-02,6.9686e-01,3.7275e+00,-2.494,0.007,41.141,2457049.1
2013GZ137,K13GD7Z,4.1440e+01,4.7337e-02,3.6856e-01,3.7024e+00,5.0350e+00,-2.486,0.042,40.945,2456805.9
2013GA138,K13GD8A,4.3800e+01,4.5781e-02,6.8068e-02,1.1067e+00,3.2613e+00,-2.429,0.028,42.055,2457049.1
2013GB138,K13GD8B,4.2975e+01,4.9939e-02,4.8642e-02,3.1863e+00,3.2931e+00,-2.433,0.029,44.842,2457049.1
2013GC138,K13GD8C,4.2895e+01,5.0547e-02,5.2744e-02,1.4546e+00,4.4461e+00,-2.485,0.037,43.874,2456834.8
2013GD138,K13GD8D,4.3931e+01,1.1356e-01,9.4597e-02,9.9503e-01,2.5585e+00,-2.416,0.027,39.105,2457049.1
2013GE138,K13GD8E,4.4166e+01,5.3363e-02,5.3564e-02,5.5070e-01,9.9185e-01,-2.455,-0.008,45.654,2456802.9
2013GF138,K13GD8F,4.4045e+01,1.8725e-02,9.6168e-03,3.0680e+00,5.3343e+00,-2.466,0.007,44.153,2456856.8
2013GG138,K13GD8G,4.7459e+01,2.8040e-02,4.2949e-01,3.7559e+00,2.4562e+00,-2.427,0.037,48.393,2457049.1
2013HS156,K13HF6S,4.5649e+01,1.7552e-01,1.4418e-01,7.2483e-01,3.6412e+00,-2.471,0.005,38.432,2456834.8
2013HT156,K13HF6T,4.4027e+01,1.5283e-02,6.4176e-02,9.5119e-01,5.5560e+00,-2.432,0.017,44.627,2457049.1
2013HV156,K13HF6V,4.7359e+01,1.7637e-01,3.1650e-01,2.9432e+00,3.2113e+00,-2.004,0.314,48.234,2457210.8
2013HY156,K13HF6Y,4.0853e+01,6.2989e-02,3.7350e-01,1.5047e+00,2.7241e+00,-2.365,0.265,38.426,2456752.0
2013HZ156,K13HF6Z,4.0939e+01,1.1000e-01,3.5491e-01,2.7774e+00,4.5138e-01,-2.374,0.330,37.288,2456756.0
2013JV63,K13J63V,4.6725e+01,2.2533e-01,1.4345e-01,6.1184e+00,2.7773e+00,-2.073,-0.138,44.659,2457165.7
2013JD64,K13J64D,7.2264e+01,4.1049e-01,8.7822e-01,1.1787e+00,3.1050e+00,-2.037,0.108,42.663,2457131.1
2013JG64,K13J64G,4.1725e+01,1.0877e-01,3.1779e-01,3.6294e+00,3.2169e+00,-2.099,0.168,45.626,2457104.1
2013JL64,K13J64L,5.6768e+01,3.6684e-01,4.8297e-01,1.2807e+00,1.8159e+00,-2.048,0.109,42.027,2457104.1
2013JO64,K13J64O,1.4331e+02,7.5484e-01,1.4975e-01,3.2325e+00,7.0988e-01,-2.125,0.121,35.447,2456392.0
2013JP64,K13J64P,5.7384e+01,4.3594e-01,2.3913e-01,3.6064e+00,1.3981e+00,-2.006,0.147,35.156,2457104.1
2013JR64,K13J64R,7.7568e+01,5.4061e-01,1.8254e-01,1.9124e+00,2.4624e+00,-1.974,0.129,35.696,2457104.1
2013JS64,K13J64S,4.2527e+01,4.8679e-02,1.6813e-01,3.3523e+00,1.2425e+00,-2.116,0.125,40.625,2456784.0
2013JU64,K13J64U,4.0179e+01,7.0205e-02,4.6442e-01,1.3056e+00,2.9142e+00,-2.124,0.136,37.365,2456839.9
2013JV64,K13J64V,7.3173e+01,5.7636e-01,5.4782e-01,3.9221e+00,1.9906e+00,-2.124,0.153,52.671,2456856.8
2013JM65,K13J65M,4.6787e+01,1.2443e-01,1.9558e-01,1.6082e+00,5.3638e+00,-2.139,0.114,52.263,2456800.0
2013JN65,K13J65N,4.0674e+01,1.2157e-02,3.4280e-01,1.3948e+00,5.7410e+00,-2.142,0.139,41.164,2456802.0
2013JO65,K13J65O,4.2424e+01,8.1431e-02,1.7380e-01,3.0565e+00,2.0402e+00,-2.094,0.158,40.170,2457104.1
2013JP65,K13J65P,4.1278e+01,6.3908e-02,2.1761e-01,3.3523e+00,5.8396e+00,-2.091,0.162,40.356,2457104.1
2013JQ65,K13J65Q,4.4258e+01,1.2211e-01,1.4683e-01,2.2944e+00,9.1825e-01,-2.046,0.140,40.896,2457104.1
2013JR65,K13J65R,4.6196e+01,1.8929e-01,2.0433e-01,1.7142e+00,3.2169e+00,-2.038,0.123,38.955,2457131.1
2013JS65,K13J65S,4.0581e+01,2.2222e-02,2.3962e-01,3.5186e+00,5.0250e-01,-2.038,0.163,39.702,2456782.0
2013JT65,K13J65T,4.6625e+01,1.9813e-01,1.4963e-01,2.9722e+00,6.2577e+00,-1.991,0.146,42.749,2457104.1
2013JV65,K13J65V,4.2688e+01,3.5186e-02,5.6077e-02,6.2547e+00,4.8769e+00,-2.264,-0.045,41.631,2457184.8
2013LU35,K13L35U,4.4546e+01,6.7335e-02,5.2168e-02,2.7510e+00,3.7208e+00,-1.431,0.045,44.430,2456542.8
2013LY35,K13L35Y,4.2661e+01,5.5841e-02,1.5217e-01,5.1417e+00,3.1959e-01,-2.027,-0.119,41.678,2456473.9
2013MA12,K13M12A,4.1481e+01,6.6457e-02,4.0821e-01,2.0078e+00,5.5493e+00,-0.884,-0.115,42.777,2456918.8
2013NM24,K13N24M,4.4988e+01,1.6368e-01,5.3728e-01,5.8512e+00,1.4765e+00,-0.672,-0.140,45.079,2456533.9
2013PW74,K13P74W,3.8067e+01,1.1900e-01,4.5014e-01,6.1704e+00,5.0845e+00,-0.340,-0.104,35.142,2456571.8
2013QO95,K13Q95O,3.9971e+01,3.2478e-02,3.5959e-01,1.4505e+00,5.4585e+00,0.564,-0.285,38.677,2457361.7
2013QP95,K13Q95P,4.0631e+01,1.6881e-01,4.4403e-01,1.2461e+00,3.2693e-01,0.522,-0.296,36.529,2457044.6
2013SA87,K13S87A,4.1685e+01,7.0669e-02,7.1194e-01,3.6230e+00,2.4880e+00,0.180,0.244,38.841,2457336.3
2013TH159,K13TF9H,4.0948e+01,9.4988e-02,5.8652e-01,1.0895e+00,4.0866e+00,0.580,-0.310,40.787,2457001.6
2013TM159,K13TF9M,4.6471e+01,1.6795e-01,1.6656e-01,1.8842e+00,5.1370e+00,0.428,-0.168,38.909,2456621.8
2013UJ15,K13U15J,5.2725e+01,3.0167e-01,5.7676e-01,2.9625e+00,9.1930e-01,0.136,-0.205,64.637,2456955.6
2013UK15,K13U15K,4.7358e+01,1.6767e-01,2.0426e-01,2.0864e+00,9.6302e-01,0.139,-0.194,54.968,2456953.6
2013VD24,K13V24D,5.4509e+01,2.4755e-01,3.3074e-01,1.8424e+00,3.4283e+00,0.570,-0.314,51.362,2456692.6
2013XB26,K13X26B,4.5683e+01,8.8390e-03,6.2553e-02,5.0998e+00,4.5952e+00,2.988,-0.055,45.313,2457105.0
2013XD26,K13X26D,4.0444e+01,1.0827e-01,5.2674e-01,6.1399e+00,3.2671e+00,2.991,0.001,36.093,2456740.9
2014AM55,K14A55M,4.7122e+01,1.3925e-01,1.2517e-01,2.3008e+00,1.9599e+00,2.334,0.003,48.603,2457040.1
2014AN55,K14A55N,5.6146e+01,3.8674e-01,1.6423e-01,4.9531e+00,5.3595e+00,2.434,-0.098,47.728,2457182.8
2014BV64,K14B64V,4.5772e+01,1.4443e-01,2.6929e-01,4.8729e+00,6.0621e+00,2.591,-0.212,47.893,2457100.9
2014BW64,K14B64W,4.5848e+01,3.4045e-01,2.7395e-01,5.5872e+00,1.7859e+00,2.342,0.028,36.633,2457065.9
2014BX64,K14B64X,4.1869e+01,4.7704e-02,1.9459e-01,5.6389e+00,1.3667e+00,2.352,0.030,41.876,2457044.9
2014CO23,K14C23O,4.3869e+01,1.7527e-01,1.3842e-01,3.5528e-01,8.6614e-01,3.065,0.057,44.714,2457137.8
2014CP23,K14C23P,5.2289e+01,2.7075e-01,4.9709e-01,2.5453e+00,3.7359e-01,2.675,0.077,38.321,2457096.8
2014DD143,K14DE3D,4.3822e+01,1.8082e-02,3.3650e-02,3.4767e+00,5.6365e+00,3.007,-0.016,43.040,2457044.1
2014DE143,K14DE3E,4.3231e+01,1.4851e-02,1.1310e-01,2.8648e+00,2.9586e+00,3.058,0.021,43.829,2457070.0
2014DF143,K14DE3F,4.2651e+01,4.8733e-02,4.1406e-01,6.2111e-01,1.1999e+00,-2.764,0.101,42.805,2457166.8
2014DJ143,K14DE3J,3.7911e+01,1.7953e-02,1.2118e-01,1.7406e+00,1.7401e+00,-2.279,0.092,37.326,2456864.8
2014DL143,K14DE3L,4.6910e+01,2.1789e-01,1.6352e-01,3.2961e-01,3.6484e+00,-3.066,0.038,38.499,2457163.8
2014DM143,K14DE3M,4.4849e+01,9.0323e-02,1.8766e-01,1.1752e+00,4.7233e+00,-2.939,0.156,48.079,2457163.8
2014DN143,K14DE3N,4.7116e+01,6.7978e-02,1.1828e-01,5.2993e+00,5.5819e+00,3.030,-0.092,46.897,2457079.0
2014EZ51,K14E51Z,5.2113e+01,2.2771e-01,1.7928e-01,4.8110e-01,5.7863e+00,-2.162,-0.089,56.193,2457195.9
2014EA52,K14E52A,4.1376e+01,9.8065e-02,3.3128e-01,2.4538e+00,1.5887e+00,-2.804,0.294,37.759,2457179.9
2014FP43,K14F43P,4.5599e+01,1.7099e-01,4.8791e-01,9.7669e-02,2.2559e+00,3.101,0.066,39.332,2456773.9
2014FX61,K14F61X,4.2942e+01,1.4438e-01,3.7573e-01,3.3048e+00,7.6952e-01,-2.934,0.025,37.876,2457521.0
2014FC69,K14F69C,7.2289e+01,4.4352e-01,5.2480e-01,4.3666e+00,3.3045e+00,-2.478,-0.304,83.876,2457043.8
2014FL70,K14F70L,5.4225e+01,3.9032e-01,1.5537e-01,4.4969e+00,4.7016e-01,2.741,-0.155,59.926,2457130.6
2014FV71,K14F71V,5.4937e+01,3.0512e-01,4.7251e-01,3.5294e+00,6.6815e-01,3.047,-0.235,44.777,2457479.6
2014FY71,K14F71Y,4.3425e+01,2.0514e-01,3.2386e-01,4.2208e+00,4.2397e+00,-2.889,-0.249,38.638,2457478.9
2014FZ71,K14F71Z,7.5536e+01,2.5952e-01,4.4441e-01,5.3389e+00,4.2566e+00,2.915,-0.309,56.625,2457456.7
2014FC72,K14F72C,7.5515e+01,3.1613e-01,5.2130e-01,3.1067e+00,5.8252e-01,-2.827,0.199,51.848,2457128.0
2014FG72,K14F72G,4.6420e+01,2.1659e-01,6.0957e-01,3.3680e+00,2.9228e+00,2.857,-0.326,55.456,2457132.6
2014FJ72,K14F72J,9.4261e+01,5.9241e-01,2.6827e-01,5.2824e+00,2.3161e+00,3.100,-0.219,70.125,2457365.8
2014GT53,K14G53T,4.6230e+01,1.0021e-01,2.1193e-01,5.8987e-01,4.9623e+00,-2.344,-0.046,45.917,2457161.9
2014GU53,K14G53U,4.3470e+01,1.7013e-01,4.1003e-01,3.1161e+00,2.0527e+00,-2.197,0.355,38.828,2457180.0
2014GV53,K14G53V,5.0471e+01,2.7896e-01,3.1088e-01,2.5897e+00,2.0773e+00,-2.059,0.316,37.120,2457209.8
2014GW53,K14G53W,4.1248e+01,8.2686e-02,3.8254e-01,9.5703e-01,4.1837e+00,-2.549,0.135,40.425,2457205.8
2014GZ53,K14G53Z,4.3891e+01,3.5993e-02,1.0357e-01,1.4749e+00,2.2894e+00,-2.511,0.079,42.311,2457138.0
2014GD54,K14G54D,8.8896e+01,6.1042e-01,8.2938e-02,4.4200e+00,5.2807e+00,-2.831,-0.071,34.636,2457103.0
2014GH54,K14G54H,5.9503e+01,3.7554e-01,4.7147e-01,5.5467e-01,3.4918e+00,-2.483,-0.065,37.381,2457192.8
2014GL54,K14G54L,5.7583e+01,3.6010e-01,5.2074e-01,1.8364e+00,2.2893e+00,-2.193,0.417,36.879,2457215.8
2014HU199,K14HJ9U,4.3153e+01,7.0010e-02,1.4893e-01,2.0626e+00,2.3914e+00,-2.823,0.150,41.370,2457107.0
2014HV199,K14HJ9V,3.7843e+01,1.8843e-02,4.2659e-01,1.5343e+00,5.4247e+00,-2.288,0.278,38.547,2457192.9
2014HW199,K14HJ9W,4.6227e+01,1.7805e-01,2.7018e-01,3.8877e+00,5.9286e+00,-2.156,0.071,39.091,2457196.9
2014HZ199,K14HJ9Z,4.3127e+01,1.5567e-01,4.8653e-01,9.9609e-01,1.4643e+00,-2.447,0.147,40.772,2457205.8
2014HE200,K14HK0E,5.2384e+01,3.5186e-01,1.6415e-01,4.0383e+00,6.3464e-01,-2.445,-0.034,37.165,2457138.0
2014HF200,K14HK0F,6.0849e+01,4.1733e-01,1.6959e-01,3.7560e-01,4.4292e+00,-2.199,-0.096,38.055,2456839.9
2014JH80,K14J80H,4.3404e+01,2.1787e-01,8.2783e-01,5.3429e+00,4.8969e-01,-0.856,0.074,34.413,2457200.0
2014JJ80,K14J80J,4.2946e+01,2.7246e-01,3.2631e-01,4.5654e+00,1.7179e+00,-0.693,0.290,32.756,2457613.9
2014JM80,K14J80M,6.2306e+01,2.6268e-01,3.5757e-01,3.1845e+00,1.6920e+00,-2.049,0.320,47.768,2457162.0
2014JN80,K14J80N,4.1422e+01,1.0821e-01,3.0971e-01,2.4197e+00,2.7498e+00,-1.955,0.292,38.152,2456888.8
2014JU80,K14J80U,5.3304e+01,3.2633e-01,2.0071e-01,2.7594e+00,5.9580e-01,-1.826,0.203,41.628,2457217.9
2014KS101,K14KA1S,3.8474e+01,2.6493e-02,4.2090e-01,3.7958e+00,1.0364e+00,-1.870,0.264,37.517,2457209.8
2014KW101,K14KA1W,4.0709e+01,8.2232e-02,3.3720e-01,3.4952e+00,9.0445e-01,-0.931,0.333,38.542,2457219.0
2014KZ101,K14KA1Z,1.2202e+02,7.2428e-01,3.2559e-01,2.8118e+00,1.4297e+00,-1.932,0.334,33.761,2457210.8
2014KA102,K14KA2A,1.0550e+02,6.5597e-01,4.6700e-01,2.9344e+00,1.0524e-01,-2.651,0.325,39.612,2457161.0
2014LO28,K14L28O,4.2933e+01,1.1849e-01,4.4672e-01,5.0128e+00,1.8743e+00,-0.620,0.283,40.541,2457216.0
2014LP28,K14L28P,4.1049e+01,4.6593e-02,2.8061e-01,3.0976e+00,2.3447e+00,-0.603,0.158,39.175,2457232.0
2014LR28,K14L28R,4.3950e+01,5.5157e-02,2.5587e-02,2.5612e+00,3.3627e-01,-0.739,0.004,46.068,2456919.8
2014LS28,K14L28S,4.3271e+01,6.4410e-02,6.6794e-02,2.0252e+00,3.2842e+00,-2.271,0.062,42.316,2456829.9
2014LT28,K14L28T,4.4200e+01,6.7527e-02,1.7520e-01,1.1137e+00,3.4620e+00,-1.126,-0.142,41.666,2456869.9
2014LU28,K14L28U,5.4977e+01,3.5593e-01,5.6334e-01,1.8224e+00,2.1180e+00,-1.896,0.332,36.102,2457210.8
2014LV28,K14L28V,6.8859e+01,5.0259e-01,1.8670e-01,5.5278e+00,4.7628e-01,-1.001,-0.048,37.452,2457218.0
2014MY69,K14M69Y,4.0385e+01,5.3502e-02,3.0425e-01,1.8204e-02,3.4970e+00,-0.443,-0.145,41.744,2457228.0
2014MZ69,K14M69Z,4.6007e+01,1.9584e-01,2.2485e-01,3.6364e-01,4.3464e+00,-0.346,-0.153,41.278,2457216.0
2014MA70,K14M70A,4.3503e+01,8.3142e-02,7.4648e-02,3.4938e+00,1.5577e+00,-0.481,0.057,40.698,2457232.0
2014MB70,K14M70B,4.6393e+01,1.1178e-01,1.6155e-01,6.1336e+00,5.5725e+00,-0.470,-0.048,41.553,2456971.7
2014ME70,K14M70E,4.2636e+01,1.5115e-01,1.3629e-01,1.8570e-02,4.7794e+00,-0.982,-0.117,36.808,2456891.9
2014MG70,K14M70G,4.3359e+01,5.3963e-02,2.1253e-01,5.6765e+00,6.7965e-01,-0.742,-0.033,41.721,2457203.1
2014MJ70,K14M70J,1.2233e+02,6.9251e-01,2.7082e-01,1.6755e+00,4.4274e+00,-0.578,-0.215,38.811,2457231.1
2014NY65,K14N65Y,4.0976e+01,1.1108e-01,3.2226e-01,4.4897e+00,2.7897e+00,-0.763,0.287,41.148,2456922.8
2014NZ65,K14N65Z,4.4044e+01,1.7692e-01,5.0253e-01,5.9844e+00,4.7977e+00,-0.426,-0.080,40.875,2457216.0
2014NA66,K14N66A,4.2729e+01,2.1091e-01,2.8095e-01,5.3660e+00,6.2001e+00,-0.661,0.079,34.112,2456919.8
2014NB66,K14N66B,4.5653e+01,7.9239e-02,8.5748e-02,5.2347e+00,3.3826e+00,-0.189,0.065,48.532,2457227.0
2014NC66,K14N66C,4.7369e+01,2.1971e-01,7.6507e-01,2.4230e+00,3.4586e+00,-0.483,-0.212,36.962,2457228.0
2014OZ393,K14Od3Z,4.6218e+01,1.8560e-01,2.9114e-01,3.6869e+00,3.2164e+00,0.927,-0.103,37.899,2457228.1
2014OA394,K14Od4A,4.6575e+01,1.8270e-01,7.6114e-02,6.2084e+00,5.6076e+00,-0.499,-0.033,38.225,2457216.0
2014OB394,K14Od4B,4.6618e+01,2.4877e-01,3.6181e-01,1.4135e-01,1.8057e-01,-0.053,-0.063,35.470,2457009.8
2014OD394,K14Od4D,4.4424e+01,9.1863e-02,1.9624e-01,2.2718e+00,1.4107e+00,0.120,-0.168,48.129,2456984.8
2014OE394,K14Od4E,4.6347e+01,1.1768e-01,6.8557e-02,5.3915e+00,4.5265e+00,-1.211,-0.022,45.020,2457229.9
2014OF394,K14Od4F,4.6776e+01,1.3945e-01,3.8987e-01,6.1879e+00,6.1047e+00,-0.229,-0.045,40.262,2457009.7
2014OG394,K14Od4G,3.8703e+01,5.0047e-02,7.6794e-02,2.2249e+00,2.2707e-02,0.803,-0.076,38.319,2457039.8
2014OH394,K14Od4H,4.5704e+01,1.5573e-01,1.6926e-01,5.0664e+00,1.3063e+00,-1.000,0.036,41.642,2457200.1
2014OJ394,K14Od4J,5.2633e+01,2.2581e-01,6.0647e-01,5.2231e+00,4.7231e+00,-1.227,-0.115,47.720,2457227.9
2014OM394,K14Od4M,4.3983e+01,7.6637e-02,4.1242e-02,7.5372e-01,2.9701e+00,-0.013,-0.029,46.661,2456890.0
2014ON394,K14Od4N,6.2553e+01,4.7970e-01,2.1424e-01,6.0369e+00,5.7353e+00,-0.469,-0.050,33.080,2456890.0
2014OP394,K14Od4P,6.6729e+01,4.5097e-01,3.7661e-01,3.4828e+00,2.0330e+00,0.190,0.055,42.258,2456973.8
2014OQ394,K14Od4Q,6.1974e+01,4.3978e-01,5.1468e-01,3.2571e+00,2.7546e+00,0.182,-0.023,35.724,2457227.1
2014OR394,K14Od4R,1.3897e+02,7.5697e-01,2.2766e-01,3.0840e-02,2.2532e-01,0.030,-0.006,34.231,2457229.0
2014OS394,K14Od4S,1.4938e+02,7.5169e-01,2.4655e-01,3.3915e+00,4.3918e+00,0.772,-0.130,41.144,2457044.8
2014QF433,K14Qh3F,4.6218e+01,1.2999e-01,8.2711e-02,1.4630e+00,2.9430e+00,-0.579,-0.075,43.849,2457225.1
2014QR441,K14Qi1R,6.7943e+01,3.7299e-01,7.3700e-01,1.3602e+00,4.9409e+00,-0.231,-0.735,42.883,2457372.5
2014QS441,K14Qi1S,4.6881e+01,5.4886e-02,6.6062e-01,3.2445e+00,4.2921e+00,0.492,-0.303,44.776,2457374.6
2014QU441,K14Qi1U,4.1272e+01,1.0691e-01,3.3756e-01,1.9750e+00,5.2088e+00,0.526,-0.342,37.096,2457356.6
2014QW441,K14Qi1W,4.4287e+01,1.0273e-01,5.0278e-01,2.8402e+00,3.5585e+00,-0.026,-0.136,39.770,2457208.1
2014QX441,K14Qi1X,3.8469e+01,3.9301e-02,4.5358e-01,7.6655e-01,5.1910e+00,0.105,-0.285,37.070,2456998.8
2014QA442,K14Qi2A,4.3582e+01,2.0392e-01,4.7834e-01,1.9089e+00,5.0665e+00,-0.011,-0.462,35.903,2456988.8
2014QB442,K14Qi2B,6.6322e+01,4.4762e-01,1.2725e-01,1.3142e+00,4.7011e+00,0.426,-0.101,39.420,2457312.7
2014SH349,K14SY9H,4.3211e+01,1.5229e-01,3.0165e-01,3.5360e+00,1.6916e+00,0.833,-0.138,44.583,2457039.8
2014SS349,K14SY9S,1.4310e+02,6.8186e-01,8.4189e-01,2.5167e+00,2.5841e+00,-0.427,-0.235,53.307,2457365.6
