recno,LC,TBest,TBest2,Mbest,Mbest2,SolID,Source,Pf,e_Pf,P1O,e_P1O,P2O,e_P2O,P3O,e_P3O,EpG,e_EpG,EpBP,e_EpBP,EpRP,e_EpRP,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,AmpG,e_AmpG,AmpBP,e_AmpBP,AmpRP,e_AmpRP,[Fe/H],e_[Fe/H],R21G,e_R21G,R31G,e_R31G,phi21G,e_phi21G,phi31G,e_phi31G,o_EpG,o_EpBP,o_EpRP,RA_ICRS,DE_ICRS,_RA.icrs,_DE.icrs
7960,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685956521425380608,nan,nan,2.72054636,3.586E-5,nan,nan,nan,nan,1695.62634282,5.072E-5,1695.69979454,5.072E-5,1695.76163107,5.072E-5,16.1346,4.0E-4,16.2339,0.002,15.514,0.0019,0.304091,0.003114,0.236911,0.007425,0.068122,0.006137,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,25,20,12.98157750179,-72.9482859754,12.98157750179,-72.9482859754
7961,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685958033254811264,nan,nan,0.74973641,4.66E-6,nan,nan,nan,nan,1699.98597427,6.59E-6,1699.98597427,6.59E-6,1699.98597427,6.59E-6,17.9556,6.0E-4,nan,nan,nan,nan,0.314322,0.002886,nan,nan,nan,nan,nan,nan,0.2176,0.01089,nan,nan,3.61079,0.03495,nan,nan,30,15,14,13.07579955739,-72.93247757074,13.07579955739,-72.93247757074
7962,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685958200689142528,5.71882048,2.146E-5,nan,nan,nan,nan,nan,nan,1688.04339751,3.034E-5,1687.97438517,3.034E-5,1688.07831712,3.034E-5,15.4747,2.0E-4,15.7329,0.0013,14.9747,0.0012,0.833533,8.37E-4,1.080932,0.009358,0.588539,0.008222,-0.01,0.23,0.40988,0.00116,nan,nan,4.21679,0.00404,nan,nan,32,28,27,13.24370238761,-72.89096602243,13.24370238761,-72.89096602243
7963,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685958376813638016,1.33125427,1.81E-6,nan,nan,nan,nan,nan,nan,1697.81737944,2.55E-6,1697.82917305,2.55E-6,1697.84857616,2.55E-6,17.6211,8.0E-4,17.7327,0.004,17.0854,0.0043,1.332453,0.002949,1.34933,0.023489,0.815814,0.014082,-0.81,0.22,0.64021,0.00427,0.67469,0.00609,3.64146,0.01149,1.38702,0.01177,30,27,25,13.04765135819,-72.89484471576,13.04765135819,-72.89484471576
7964,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685959128437326208,1.20251636,2.02E-6,nan,nan,nan,nan,nan,nan,1698.25500728,2.86E-6,1698.25500728,2.86E-6,1698.25500728,2.86E-6,17.6515,4.0E-4,nan,nan,nan,nan,0.937829,0.00281,nan,nan,nan,nan,-0.16,0.22,0.44111,0.00305,0.24792,0.00221,3.84325,0.01035,1.51147,0.01608,31,24,18,13.02858544102,-72.88587508422,13.02858544102,-72.88587508422
7965,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685960060479041152,nan,nan,1.89773222,1.33E-5,nan,nan,nan,nan,1697.29700956,1.882E-5,1697.38301401,1.882E-5,1697.15762799,1.882E-5,16.2059,3.0E-4,16.3754,0.0021,15.74,0.0025,0.394832,0.001481,0.427315,0.00636,0.248263,0.008249,nan,nan,0.13884,0.00267,nan,nan,4.47608,0.02398,nan,nan,30,30,28,13.28258713962,-72.78857182451,13.28258713962,-72.78857182451
7966,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685962431302354048,4.67064555,2.507E-5,nan,nan,nan,nan,nan,nan,1687.78551169,3.545E-5,1687.77256136,3.545E-5,1687.760546,3.545E-5,16.0022,2.0E-4,16.3374,0.002,15.471,0.0018,0.628455,0.001791,0.799418,0.011074,0.478718,0.009873,-0.37,0.23,0.50841,0.00295,nan,nan,4.75499,0.0076,nan,nan,27,23,23,14.13586855184,-73.01760044907,14.13586855184,-73.01760044907
7967,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685844714793801472,nan,nan,0.67758843,4.86E-6,nan,nan,nan,nan,1700.00911943,6.88E-6,1700.00911943,6.88E-6,1700.00911943,6.88E-6,17.8346,6.0E-4,nan,nan,nan,nan,0.294519,0.004273,nan,nan,nan,nan,nan,nan,0.16765,0.00741,0.08632,0.0192,3.32807,0.0657,0.42834,1.22765,27,17,17,10.84612337967,-73.37946746466,10.84612337967,-73.37946746466
7968,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685847669733574144,nan,nan,3.56117656,1.4237E-4,nan,nan,nan,nan,1693.12934637,2.0134E-4,1692.94078233,2.0134E-4,1693.17602021,2.0134E-4,15.3535,5.0E-4,15.6006,0.0017,14.9151,0.0013,0.132295,7.76E-4,0.171954,0.006831,0.105155,0.004666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27,23,25,11.31416713866,-73.37667652007,11.31416713866,-73.37667652007
7969,LC,T2CEP,RV_TAU,NOT_APPLICABLE,,369295549951641967,4685847978971048704,28.90888917,0.00633202,nan,nan,nan,nan,nan,nan,1638.03322146,0.00895483,1637.79959645,0.00895483,1638.34702581,0.00895483,16.1156,7.0E-4,16.494,0.0057,15.4583,0.0126,0.207397,7.69E-4,0.288831,0.009321,0.142165,0.045623,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,26,26,11.3320259336,-73.33711365952,11.3320259336,-73.33711365952
7970,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685848975403254144,1.53243133,4.37E-6,nan,nan,nan,nan,nan,nan,1698.4049332,6.18E-6,1698.25863717,6.18E-6,1698.45363816,6.18E-6,17.4252,6.0E-4,17.545,0.0064,16.8516,0.0039,1.140909,0.003307,1.211711,0.021943,0.712654,0.015616,-0.33,0.22,0.49366,0.00239,0.33434,0.00199,4.12857,0.00844,2.04011,0.01355,31,27,25,11.63104739762,-73.31646194973,11.63104739762,-73.31646194973
7971,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685850590311333120,nan,nan,2.9834627,5.179E-5,nan,nan,nan,nan,1693.50856086,7.325E-5,1693.52545069,7.325E-5,1693.57992561,7.325E-5,16.0413,9.0E-4,16.3117,0.0023,15.5672,0.0022,0.171666,9.49E-4,0.212567,0.009206,0.102037,0.009301,nan,nan,0.06308,0.0255,nan,nan,3.62218,0.41463,nan,nan,28,27,21,11.00649925035,-73.35365209969,11.00649925035,-73.35365209969
7972,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685852136499045376,nan,nan,1.11195866,1.131E-5,nan,nan,nan,nan,1699.21531933,1.599E-5,1699.16863626,1.599E-5,1699.27957393,1.599E-5,17.8299,8.0E-4,17.8892,0.0105,17.0875,0.005,0.542846,0.003886,0.358061,0.029272,0.378566,0.018308,nan,nan,0.24259,0.00548,nan,nan,4.12254,0.03854,nan,nan,26,20,21,11.27470131341,-73.26424596783,11.27470131341,-73.26424596783
7973,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685852338344543360,2.74445324,2.739E-5,nan,nan,nan,nan,nan,nan,1695.70835808,3.873E-5,1695.99198557,3.873E-5,1695.74558533,3.873E-5,16.9169,9.0E-4,17.0976,0.0057,16.2494,0.0044,0.475664,0.004397,0.528967,0.020668,0.180227,0.026818,-0.46,0.22,0.53179,0.01205,0.22966,0.00627,4.25009,0.01833,2.85525,0.04567,30,27,28,11.25126622535,-73.25095733907,11.25126622535,-73.25095733907
7974,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685852617535332864,nan,nan,1.35726432,6.72E-6,nan,nan,nan,nan,1698.92904822,9.51E-6,1699.00473768,9.51E-6,1698.97537457,9.51E-6,16.6129,4.0E-4,16.7341,0.0069,16.153,0.0025,0.397065,0.00241,0.292509,0.032928,0.205532,0.010271,nan,nan,0.20694,0.0046,0.06368,0.00334,4.36191,0.01441,2.43626,0.06451,30,22,25,11.50370335069,-73.27116971836,11.50370335069,-73.27116971836
7975,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685853132916791040,1.71551382,1.0E-5,nan,nan,nan,nan,nan,nan,1697.46491111,1.414E-5,1697.57205403,1.414E-5,1697.33269627,1.414E-5,16.9776,7.0E-4,17.036,0.0268,16.373,0.0033,1.186687,0.002827,0.787508,0.124455,0.567169,0.01011,-0.29,0.22,0.48134,0.00216,0.3443,0.00252,3.94825,0.00779,1.82318,0.01496,32,28,28,11.64498681275,-73.23931934767,11.64498681275,-73.23931934767
7976,LC,DCEP,,MULTI,1O/2O,369295549951641967,4685855538133505536,nan,nan,2.0528274,2.833E-5,1.62419286,2.9503E-4,nan,nan,1696.57261993,3.357E-5,1696.44296958,3.357E-5,1696.32090833,3.357E-5,16.6394,3.0E-4,16.9152,0.0035,16.1712,0.0044,0.181113,4.94E-4,0.254359,0.00494,0.157971,0.006238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,22,25,12.52756129699,-73.77379808935,12.52756129699,-73.77379808935
7977,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685858596150011008,2.54455105,4.95E-6,nan,nan,nan,nan,nan,nan,1695.722669,7.0E-6,1695.75065775,7.0E-6,1695.81399057,7.0E-6,16.0355,5.0E-4,16.4158,0.0029,15.4642,0.0017,0.745395,0.001655,0.867815,0.010705,0.400016,0.008301,-0.48,0.22,0.53864,0.00244,0.3528,0.00237,3.97922,0.01155,1.87995,0.00961,31,27,26,12.90185924982,-73.65506421631,12.90185924982,-73.65506421631
7978,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685859008466746880,nan,nan,3.26630657,2.726E-5,nan,nan,nan,nan,1692.53593545,3.856E-5,1692.69486751,3.856E-5,1692.88605141,3.856E-5,16.1686,3.0E-4,16.4772,0.0023,15.6091,0.002,0.325691,0.001492,0.294334,0.00762,0.15828,0.011968,nan,nan,0.12767,0.00474,0.13666,0.00346,3.74342,0.03548,0.50038,0.0335,30,25,22,12.9949036727,-73.60693454299,12.9949036727,-73.60693454299
7979,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685859420784077952,2.1713901,4.15E-6,nan,nan,nan,nan,nan,nan,1697.18817127,5.88E-6,1697.2560284,5.88E-6,1697.27341861,5.88E-6,16.9882,5.0E-4,17.1741,0.0042,16.5282,0.0036,1.006225,0.002629,1.10436,0.027003,0.64951,0.019769,-0.67,0.22,0.59695,0.00418,0.40119,0.00403,3.85058,0.00644,2.01778,0.01192,28,23,22,12.19708351793,-73.72553543199,12.19708351793,-73.72553543199
7980,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685859760047081344,1.41337642,9.61E-6,nan,nan,nan,nan,nan,nan,1698.08048475,1.359E-5,1698.17920995,1.359E-5,1698.15331853,1.359E-5,17.4093,7.0E-4,17.6232,0.0051,16.9804,0.0057,0.716192,0.001755,0.808235,0.017634,0.463915,0.026567,0.02,0.22,0.38571,0.00476,nan,nan,3.66006,0.01001,nan,nan,29,25,24,12.5509488917,-73.69613867087,12.5509488917,-73.69613867087
7981,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685862100843185024,nan,nan,0.87690081,2.94E-6,nan,nan,nan,nan,1699.20945541,4.16E-6,1699.23964335,4.16E-6,1699.18702574,4.16E-6,17.3735,8.0E-4,17.3604,0.0034,16.7791,0.0055,0.638403,0.003974,0.642125,0.018944,0.358598,0.028563,nan,nan,0.29571,0.00425,0.12547,0.00439,3.74233,0.02077,1.41096,0.03304,28,26,21,12.86977291249,-73.59177820145,12.86977291249,-73.59177820145
7982,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685864471666916480,nan,nan,3.70034608,6.735E-5,nan,nan,nan,nan,1693.77520347,9.525E-5,1693.5014295,9.525E-5,1693.79774996,9.525E-5,16.385,3.0E-4,16.7011,0.0034,15.8317,0.0021,0.176603,0.00152,0.184206,0.0191,0.119319,0.016819,nan,nan,0.1693,0.00602,nan,nan,4.23625,0.05783,nan,nan,34,27,28,13.52634502158,-73.56869458635,13.52634502158,-73.56869458635
7983,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685865639897785472,nan,nan,1.89107181,1.067E-5,nan,nan,nan,nan,1697.62291642,1.509E-5,1697.60858149,1.509E-5,1697.67984207,1.509E-5,16.3117,4.0E-4,16.4847,0.0023,15.8979,0.0023,0.275813,0.001128,0.275864,0.007974,0.178967,0.007191,nan,nan,0.09694,0.00327,nan,nan,4.56686,0.05488,nan,nan,34,26,26,13.49626262654,-73.49869320024,13.49626262654,-73.49869320024
7984,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685865846056342528,1.64377775,4.83E-6,nan,nan,nan,nan,nan,nan,1697.774291,6.83E-6,1697.81716585,6.83E-6,1697.79730809,6.83E-6,17.2722,9.0E-4,17.5037,0.0047,16.8545,0.0056,0.976634,0.002829,0.940894,0.014419,0.648221,0.01525,-0.42,0.22,0.52132,0.00426,0.23806,0.002,3.92354,0.00811,1.8175,0.01077,31,30,28,13.74160398252,-73.54565942395,13.74160398252,-73.54565942395
7985,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685866086574466688,nan,nan,2.03098209,1.005E-5,nan,nan,nan,nan,1695.68028475,1.421E-5,1695.75293824,1.421E-5,1695.96670385,1.421E-5,16.2877,3.0E-4,16.4944,0.0016,15.826,0.0016,0.427906,0.001259,0.542769,0.008452,0.300582,0.005917,nan,nan,0.13225,0.00231,0.02918,0.00382,4.2706,0.01861,3.10693,0.47747,36,35,31,13.67215274842,-73.52928808198,13.67215274842,-73.52928808198
7986,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685870067967958400,nan,nan,1.27017698,4.49E-6,nan,nan,nan,nan,1698.89508168,6.35E-6,1698.95119059,6.35E-6,1698.89013941,6.35E-6,16.9723,3.0E-4,17.1319,0.0027,16.5426,0.0025,0.51058,0.001368,0.571503,0.011802,0.361025,0.01232,nan,nan,0.23005,0.00288,0.08709,0.00274,4.22323,0.00975,2.5008,0.03826,35,32,31,13.53670613429,-73.48163717883,13.53670613429,-73.48163717883
7987,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685870828217898112,nan,nan,1.08203422,6.29E-6,nan,nan,nan,nan,1699.23593543,8.9E-6,1699.29704912,8.9E-6,1699.24003195,8.9E-6,17.1639,6.0E-4,17.2241,0.0103,16.6105,0.0061,0.586297,0.002777,0.577033,0.017311,0.382882,0.018146,nan,nan,0.30086,0.00505,0.07356,0.00268,4.28282,0.01572,1.93706,0.06359,30,30,28,13.84573484741,-73.40114323887,13.84573484741,-73.40114323887
7988,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685872855445016960,nan,nan,0.93371203,6.44E-6,nan,nan,nan,nan,1699.55908673,9.11E-6,1699.55908673,9.11E-6,1699.55908673,9.11E-6,17.4718,0.0012,nan,nan,nan,nan,0.468557,0.003509,nan,nan,nan,nan,nan,nan,0.31882,0.0162,0.11063,0.00853,4.39827,0.03022,1.8819,0.04794,28,24,19,12.42861820499,-73.61744918104,12.42861820499,-73.61744918104
7989,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685876806814868608,2.99556835,1.136E-5,nan,nan,nan,nan,nan,nan,1692.93585054,1.607E-5,1692.95456924,1.607E-5,1692.99565277,1.607E-5,16.4139,3.0E-4,16.7094,0.0033,15.9198,0.0032,0.772313,0.00125,0.82665,0.015909,0.540223,0.012645,-0.14,0.22,0.43527,0.00149,nan,nan,4.12539,0.00524,nan,nan,27,23,22,12.1995614008,-73.55629437783,12.1995614008,-73.55629437783
7990,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685877901990135808,nan,nan,0.96969734,4.62E-6,nan,nan,nan,nan,1699.45115832,6.53E-6,1699.50178012,6.53E-6,1699.47915343,6.53E-6,17.4007,7.0E-4,17.5456,0.004,16.9907,0.0035,0.495025,0.002491,0.452674,0.016407,0.377499,0.015633,nan,nan,0.31843,0.00572,0.07733,0.00409,4.10948,0.01451,1.81943,0.08663,26,22,22,12.13608670059,-73.50955761558,12.13608670059,-73.50955761558
7991,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685877970707647744,1.47459613,3.35E-6,nan,nan,nan,nan,nan,nan,1698.13370185,4.74E-6,1698.15901158,4.74E-6,1698.26210245,4.74E-6,17.3616,5.0E-4,17.4288,0.0036,16.7925,0.0034,1.079451,0.004216,0.81442,0.024831,0.753528,0.021344,-0.99,0.22,0.69536,0.00387,0.49143,0.00367,4.0215,0.01012,1.67629,0.01726,26,20,23,12.16943357673,-73.49989641161,12.16943357673,-73.49989641161
7992,LC,DCEP,,MULTI,F/2O,369295549951641967,4685879040156992896,1.2328344,6.89E-6,nan,nan,0.7277282,2.191E-5,nan,nan,1698.26294908,9.88E-6,1698.34525372,9.88E-6,1698.50676951,9.88E-6,17.184,6.0E-4,17.2475,0.0042,16.5929,0.0031,0.375648,8.13E-4,0.379388,0.005966,0.16842,0.004353,nan,nan,0.21162,0.00667,nan,nan,4.30906,0.02594,nan,nan,29,25,22,12.69722000285,-73.44519389681,12.69722000285,-73.44519389681
7993,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685879211996332160,nan,nan,2.53932603,2.655E-5,nan,nan,nan,nan,1694.80575807,3.755E-5,1694.64773243,3.755E-5,1694.82891939,3.755E-5,16.2147,3.0E-4,16.35,0.0022,15.6188,0.0028,0.300174,0.001183,0.27369,0.00756,0.097429,0.009797,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,25,21,12.50020771722,-73.45166752441,12.50020771722,-73.45166752441
7994,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685879516896177536,3.44194159,1.712E-5,nan,nan,nan,nan,nan,nan,1692.1719301,2.421E-5,1692.23413709,2.421E-5,1692.19710752,2.421E-5,16.7167,3.0E-4,17.0324,0.0023,16.0976,0.0017,0.756586,0.002351,0.807034,0.018889,0.553895,0.015737,-0.17,0.22,0.44383,0.00305,nan,nan,4.51318,0.00736,nan,nan,30,26,28,12.79648137449,-73.41290010796,12.79648137449,-73.41290010796
7995,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685879933509790464,nan,nan,1.43709359,6.71E-6,nan,nan,nan,nan,1698.30167335,9.5E-6,1698.34173494,9.5E-6,1698.29733787,9.5E-6,16.9496,4.0E-4,17.1272,0.0048,16.4611,0.0027,0.43428,0.001884,0.365841,0.030057,0.233854,0.012221,nan,nan,0.21833,0.00272,0.05635,0.00302,4.1293,0.01508,2.80301,0.07452,32,24,28,12.88432835038,-73.36991840846,12.88432835038,-73.36991840846
7996,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685882781074610176,1.247457,8.15E-6,nan,nan,nan,nan,nan,nan,1698.87858425,1.152E-5,1698.77438455,1.152E-5,1698.79019065,1.152E-5,17.6774,7.0E-4,17.7257,0.0048,17.123,0.0087,0.470527,0.003564,0.429818,0.019335,0.339856,0.054293,-0.05,0.22,0.40766,0.00597,nan,nan,4.06267,0.01764,nan,nan,29,23,24,13.20538472382,-73.37168275948,13.20538472382,-73.37168275948
7997,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685883472605766528,1.28007023,4.92E-6,nan,nan,nan,nan,nan,nan,1698.96426218,6.96E-6,1698.98628781,6.96E-6,1699.00314273,6.96E-6,17.9387,6.0E-4,18.013,0.005,17.2984,0.0078,0.540588,0.003841,0.594302,0.031721,0.337355,0.065311,-0.23,0.22,0.46165,0.00586,0.28109,0.00571,3.95054,0.01611,2.04316,0.03177,30,26,25,13.55364009926,-73.35500587101,13.55364009926,-73.35500587101
7998,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685884537757430016,nan,nan,2.05343578,1.85E-5,nan,nan,nan,nan,1695.70019181,2.617E-5,1695.72313339,2.617E-5,1695.76255437,2.617E-5,16.5249,4.0E-4,16.7238,0.0032,16.0127,0.0027,0.385459,0.002176,0.427607,0.013678,0.245052,0.011454,nan,nan,0.06514,0.01071,nan,nan,4.86436,0.492,nan,nan,28,25,24,13.5732427442,-73.31127368967,13.5732427442,-73.31127368967
7999,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685887492694817792,6.47466486,7.184E-5,nan,nan,nan,nan,nan,nan,1686.17122919,1.016E-4,1686.09929487,1.016E-4,1686.21560804,1.016E-4,15.8656,4.0E-4,16.186,0.0026,15.2416,0.0017,0.7121,0.001525,0.857764,0.012837,0.526088,0.007204,nan,nan,0.38122,0.0016,0.17683,0.00189,4.93487,0.00569,3.06517,0.01308,29,28,26,13.13082934994,-73.25971964572,13.13082934994,-73.25971964572
8000,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685887664493597056,5.59016432,5.352E-5,nan,nan,nan,nan,nan,nan,1685.94086125,7.569E-5,1686.05432136,7.569E-5,1686.21921238,7.569E-5,15.9352,8.0E-4,16.2624,0.0057,15.3633,0.002,0.801294,0.004398,0.972538,0.023183,0.599882,0.009352,-0.16,0.23,0.4547,0.00264,0.18026,0.00273,4.68146,0.0059,2.58456,0.01685,29,27,26,13.37743451364,-73.29406876714,13.37743451364,-73.29406876714
8001,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685891375347648768,12.14833838,7.747E-5,nan,nan,nan,nan,nan,nan,1670.72978307,1.0956E-4,1670.49561406,1.0956E-4,1670.88419971,1.0956E-4,14.5165,2.0E-4,14.8668,0.002,14.0242,0.0012,0.648522,7.2E-4,0.706394,0.006803,0.449972,0.005856,nan,nan,0.28046,7.8E-4,nan,nan,4.66246,0.00448,nan,nan,30,29,27,14.08711734526,-73.38721472042,14.08711734526,-73.38721472042
8002,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685891439711212288,1.71113179,7.08E-6,nan,nan,nan,nan,nan,nan,1697.52253323,1.001E-5,1697.46211842,1.001E-5,1697.51874928,1.001E-5,17.7894,6.0E-4,17.9603,0.0052,17.2381,0.0051,0.43072,0.00336,0.443022,0.025301,0.301777,0.02929,-0.14,0.22,0.43498,0.00728,0.22676,0.00833,3.9988,0.01764,2.16435,0.04477,33,30,28,14.04543740707,-73.38356174172,14.04543740707,-73.38356174172
8003,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685891714589290496,nan,nan,1.05394806,4.26E-6,nan,nan,nan,nan,1698.9334149,6.02E-6,1699.0962117,6.02E-6,1698.99186082,6.02E-6,17.5755,8.0E-4,17.6617,0.0056,17.0342,0.0061,0.436548,0.001839,0.51153,0.017976,0.261956,0.020902,nan,nan,0.27137,0.00885,0.07695,0.00523,4.2045,0.02463,1.79195,0.08654,31,24,21,14.29388632038,-73.35803514352,14.29388632038,-73.35803514352
8004,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685893466936392704,1.90157833,6.58E-6,nan,nan,nan,nan,nan,nan,1697.67061134,9.3E-6,1696.31278718,9.3E-6,1697.73015062,9.3E-6,17.3769,0.0012,17.5631,0.0141,16.9206,0.0115,0.584847,0.002976,0.577404,0.032355,0.351783,0.01944,-0.9,0.22,0.66805,0.01079,nan,nan,4.83011,0.01721,nan,nan,31,26,25,14.45382697678,-73.30680625205,14.45382697678,-73.30680625205
8005,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685896563667721984,nan,nan,1.01950685,4.33E-6,nan,nan,nan,nan,1699.13499633,6.12E-6,1699.13499633,6.12E-6,1699.13499633,6.12E-6,17.3927,7.0E-4,nan,nan,nan,nan,0.532905,0.002325,nan,nan,nan,nan,nan,nan,0.28002,0.00855,0.0873,0.00394,4.2129,0.03245,1.84665,0.07205,28,20,19,14.39097233783,-73.28524236242,14.39097233783,-73.28524236242
8006,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685896666746871552,2.13551778,7.58E-6,nan,nan,nan,nan,nan,nan,1695.33115683,1.073E-5,1695.3027544,1.073E-5,1695.42971186,1.073E-5,16.8439,8.0E-4,17.0289,0.0034,16.2541,0.0026,0.697761,0.00214,0.794744,0.014062,0.501792,0.011623,-0.53,0.22,0.55452,0.00601,0.45863,0.00663,4.07966,0.00885,1.66058,0.01105,31,29,29,14.42845551788,-73.26683658497,14.42845551788,-73.26683658497
8007,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685897147783074176,1.69609771,1.197E-5,nan,nan,nan,nan,nan,nan,1697.92649119,1.693E-5,1697.92649119,1.693E-5,1697.92649119,1.693E-5,17.3615,7.0E-4,nan,nan,nan,nan,0.467981,0.001574,nan,nan,nan,nan,-0.38,0.22,0.50991,0.00636,nan,nan,4.01615,0.01621,nan,nan,29,16,16,14.65289281729,-73.23050914528,14.65289281729,-73.23050914528
8008,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685898006776498688,nan,nan,2.55354923,3.404E-5,nan,nan,nan,nan,1694.19467743,4.814E-5,1694.26789069,4.814E-5,1694.15168365,4.814E-5,16.0995,4.0E-4,16.2914,0.0024,15.6153,0.0017,0.376158,0.001747,0.417434,0.009109,0.246663,0.007076,nan,nan,0.1082,0.02517,nan,nan,3.31588,2.07893,nan,nan,26,25,24,14.4499099913,-73.20394653478,14.4499099913,-73.20394653478
8009,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685901477111577088,nan,nan,2.00028344,8.9E-6,nan,nan,nan,nan,1695.80642581,1.258E-5,1695.86360302,1.258E-5,1695.8066313,1.258E-5,16.238,3.0E-4,16.4543,0.0017,15.821,0.0021,0.372049,0.001345,0.390368,0.008724,0.282662,0.010701,nan,nan,0.11791,0.00328,nan,nan,4.18612,0.02159,nan,nan,25,26,26,15.47654673328,-73.14866801105,15.47654673328,-73.14866801105
8010,LC,DCEP,,MULTI,F/1O,369295549951641967,4685901923788141568,3.68881839,1.0073E-4,2.64690817,8.8004E-4,nan,nan,nan,nan,1693.03225866,1.1312E-4,1692.9717759,1.1312E-4,1692.6379427,1.1312E-4,16.4355,0.0012,16.73,0.0044,15.8374,0.0164,0.312705,0.001726,0.502472,0.006223,0.341901,0.023193,nan,nan,0.32846,0.0071,0.09617,0.00668,4.35396,0.01818,2.49582,0.08276,26,24,21,15.57285759461,-73.10100412353,15.57285759461,-73.10100412353
8011,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685904122811795712,nan,nan,1.44515713,4.07E-6,nan,nan,nan,nan,1698.08593053,5.76E-6,1698.17085925,5.76E-6,1698.099372,5.76E-6,16.3433,5.0E-4,16.5011,0.0026,15.9562,0.004,0.511729,0.001267,0.560588,0.008333,0.375985,0.008889,nan,nan,0.2408,0.00367,nan,nan,4.05437,0.01276,nan,nan,27,27,26,15.1131576899,-73.09106046692,15.1131576899,-73.09106046692
8012,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,4685906218755394944,nan,nan,3.08837966,2.081E-5,nan,nan,nan,nan,1694.76568175,2.943E-5,1694.81806621,2.943E-5,1694.95142975,2.943E-5,15.6974,4.0E-4,15.9715,0.0017,15.2544,0.0017,0.286717,0.001837,0.331338,0.007815,0.192674,0.007904,nan,nan,0.1117,0.00366,nan,nan,4.40265,0.02549,nan,nan,25,23,23,15.47966689183,-73.01642354749,15.47966689183,-73.01642354749
8013,LC,DCEP,,FUNDAMENTAL,,369295549951641967,4685908108485640064,1.32798127,4.44E-6,nan,nan,nan,nan,nan,nan,1697.72604735,6.28E-6,1697.72756983,6.28E-6,1697.73040756,6.28E-6,17.1646,0.0015,17.2941,0.0537,16.751,0.0184,1.091922,0.002169,1.241837,0.110076,0.736861,0.038365,-0.33,0.22,0.49276,0.00356,0.2841,0.00394,3.98786,0.00541,1.85646,0.01881,27,24,24,14.11151790543,-73.23654497391,14.11151790543,-73.23654497391
