HIP,RAhms,DEdms,Vmag,Plx,e_Plx,Type,Period,u_Period,distance
89225,18 12 29.47,-41 42 57.5,8.14,3.5,1.04,ACV,1.96607,,285.7143
89238,18 12 37.56,-28 14 10.6,7.37,3.88,0.92,ELL:,2.62462,,257.73196
89243,18 12 40.93,+54 46 06.9,9.48,4.84,1.66,EA,2.253355,,206.61156
89251,18 12 48.27,-16 34 32.3,7.73,1.48,1.12,,nan,,675.67566
89255,18 12 52.03,+22 49 30.4,6.97,3.69,0.83,VAR:,nan,,271.00272
89258,18 12 52.98,-63 36 57.4,8.52,1.51,1.32,M,234.0,,662.25165
89263,18 12 56.15,-15 11 32.5,8.18,3.37,1.18,MISC,663.0,,296.7359
89262,18 12 56.15,-19 44 42.8,8.21,0.48,1.12,VAR,nan,,2083.3335
89267,18 12 57.63,+17 02 38.4,9.03,1.91,1.28,VAR,1.48496,,523.56024
89271,18 13 01.12,+36 58 02.2,9.83,-0.65,1.15,LB,nan,,-1538.4615
89276,18 13 02.49,-23 07 02.2,7.09,-0.95,0.92,DCEP,5.057875,,-1052.6316
89290,18 13 12.70,-41 20 09.9,5.47,1.97,0.84,SXARI,1.67,,507.6142
89296,18 13 16.28,+35 11 49.0,7.82,4.17,0.74,VAR,0.1483,,239.80815
89299,18 13 17.24,+49 43 52.5,9.5,5.47,2.4,VAR,26.44803,,182.81537
89307,18 13 22.53,-25 09 04.7,7.85,6.67,1.0,VAR,0.9734,,149.92503
89316,18 13 28.51,-67 48 30.8,8.37,1.47,1.05,LB:,31.055901,,680.2721
89324,18 13 34.57,-65 14 13.3,12.03,-2.75,4.2,CWA,14.88,,-363.63635
89326,18 13 35.39,-34 19 01.7,10.43,4.3,1.75,RRAB,0.6422935,,232.55814
89341,18 13 45.81,-21 03 31.8,3.84,0.11,0.98,EA+ACYG,180.55,,9090.909
89366,18 14 10.83,-27 30 09.9,7.16,4.49,1.02,,nan,,222.71716
89372,18 14 19.11,+76 41 08.1,11.63,1.68,1.57,RRAB,0.719576,,595.2381
89374,18 14 19.67,+47 13 14.3,8.39,6.19,0.65,VAR,0.5196,,161.55089
89401,18 14 41.01,+56 35 17.4,6.66,9.39,0.51,VAR,1.02387,,106.49627
89404,18 14 42.14,-33 08 27.2,8.44,0.86,1.18,EA+BCEP,10.79824,,1162.7906
89416,18 14 50.24,-66 48 54.4,7.49,2.13,0.79,E:,nan,,469.48355
89418,18 14 51.35,+36 22 45.2,8.25,1.46,0.89,,nan,,684.9315
89419,18 14 55.87,+36 40 13.3,8.98,-2.1,1.18,M,197.88,,-476.1905
89429,18 15 05.11,-29 49 22.7,6.81,4.54,0.84,,nan,,220.26431
89439,18 15 12.91,-20 43 41.8,5.29,-0.33,0.93,ACYG:,2.20858,,-3030.303
89450,18 15 18.54,+12 21 08.7,12.48,3.77,4.18,RRAB,0.453895,,265.25198
89454,18 15 21.50,-31 44 22.6,7.98,6.11,1.09,VAR,nan,,163.66612
89460,18 15 26.68,-48 51 05.9,6.58,10.56,0.95,VAR,414.93776,,94.69697
89465,18 15 28.69,+86 39 27.7,6.51,2.75,0.52,VAR:,nan,,363.63635
89468,18 15 30.28,-23 07 01.7,8.64,0.41,1.18,ACV,4.3475,,2439.0244
89470,18 15 30.76,-18 39 41.7,6.05,0.83,0.85,ACV,2.3595,,1204.8193
89482,18 15 38.78,+42 09 33.6,5.56,6.04,0.48,VAR,0.5746,,165.56291
89498,18 15 49.68,+41 06 38.2,10.68,2.46,2.29,EB/D,0.52882677,,406.50406
89499,18 15 49.93,-35 38 14.2,7.42,6.19,1.01,EB/KE,1.0869739,,161.55089
89501,18 15 50.59,+34 35 35.8,8.69,-0.17,0.93,VAR,0.09925,,-5882.353
89502,18 15 50.90,-36 34 25.5,6.94,2.74,0.87,GCAS,nan,,364.9635
89508,18 15 54.86,-13 34 27.7,8.22,1.55,1.4,BCEP,0.228585,,645.1613
89510,18 15 56.05,-31 45 32.3,8.3,2.0,1.22,LB:,4.213,,500.0
89516,18 16 02.24,+84 36 41.4,8.49,1.72,0.73,VAR,57.63689,,581.3953
89525,18 16 05.15,-33 18 39.3,8.33,2.73,1.15,VAR,4.41852,,366.30035
89527,18 16 05.58,+02 22 39.3,6.1,4.62,0.82,SRS,25.76,,216.45023
89535,18 16 12.29,-30 52 07.9,10.94,8.93,6.04,PN,nan,,111.98208
89552,18 16 23.14,-40 28 19.7,7.34,2.11,1.63,,nan,,473.9337
89553,18 16 24.90,+48 22 07.6,7.45,1.53,0.57,,20.43,,653.5948
89568,18 16 36.94,+03 41 35.2,8.98,3.17,1.95,M,150.41,,315.4574
89579,18 16 45.85,+06 54 18.2,11.01,1.59,2.22,EA+DSCT,6.079096,,628.9308
89596,18 16 59.72,-19 04 33.0,7.74,-0.75,1.76,DCEP,21.851,,-1333.3334
89601,18 17 04.85,+01 00 20.9,6.62,15.98,0.8,GDOR,1.307053,,62.578224
89605,18 17 07.54,-56 01 24.0,5.36,4.39,0.76,BE,nan,,227.79044
89623,18 17 24.16,-09 45 30.5,6.29,7.58,0.91,VAR:,nan,,131.92612
89637,18 17 36.25,-34 06 26.0,6.03,3.7,0.86,EA/SD,2.4156832,,270.27026
89641,18 17 37.71,-15 25 50.6,6.72,1.63,0.89,,nan,,613.49695
89645,18 17 39.36,+34 55 06.1,9.46,4.48,2.34,LB:,nan,,223.21428
89662,18 17 51.62,-27 21 17.0,7.21,1.5,1.13,SRB:,nan,,666.6667
89669,18 17 54.84,+17 58 52.4,7.4,3.82,0.87,SRB,76.5,,261.78012
89681,18 18 05.90,-12 14 33.3,7.38,1.3,1.07,EB,3.3216039,,769.2308
89683,18 18 07.72,+23 17 49.0,6.45,1.95,0.74,VAR,6.86059,,512.8205
89686,18 18 08.48,-08 38 01.2,7.72,6.44,1.06,VAR,0.08373,,155.2795
89698,18 18 20.38,-54 19 56.7,6.91,1.45,1.04,,nan,,689.65515
89726,18 18 40.15,-42 17 18.2,6.3,-0.74,0.84,,nan,,-1351.3513
89729,18 18 40.87,-12 06 23.3,8.51,-0.6,1.25,,nan,,-1666.6666
89739,18 18 51.22,-46 32 53.4,10.67,3.0,2.98,RCB,48.6,,333.33334
89753,18 18 58.69,-13 59 28.4,8.22,0.34,1.36,EB:,4.0161,,2941.1765
89769,18 19 07.36,-11 37 59.2,9.08,1.38,1.32,E/D/WR,29.7005,,724.6377
89772,18 19 09.56,+07 15 35.1,5.41,22.24,0.82,CST:,nan,,44.964027
89773,18 19 10.67,+24 26 45.8,5.3,2.55,0.59,VAR,5.74053,,392.15686
89783,18 19 21.81,-15 36 46.1,8.43,2.74,1.21,LB,nan,,364.9635
89786,18 19 24.25,-28 59 58.6,8.29,5.52,1.28,VAR,19.08397,,181.15942
89807,18 19 40.57,+67 26 06.1,6.92,2.88,0.54,,nan,,347.2222
89816,18 19 48.11,-04 57 42.1,7.59,16.4,1.83,CST,nan,,60.975613
89825,18 19 50.84,-01 56 19.0,9.66,51.81,1.43,,nan,,19.301292
89826,18 19 51.72,+36 03 52.0,4.33,13.71,0.56,VAR,nan,,72.93946
89827,18 19 52.07,+29 39 59.0,6.01,4.98,0.62,VAR,0.10203,,200.8032
89829,18 19 52.21,-29 16 32.4,8.72,13.25,1.41,RS,0.571,,75.471695
89858,18 20 16.33,-77 40 18.9,8.94,1.42,1.05,LB:,172.413788,,704.2254
89861,18 20 17.90,+21 57 41.2,4.92,7.66,0.62,SR:,nan,,130.54831
89862,18 20 18.19,+21 04 25.0,7.75,2.84,1.38,EA,1.66085,,352.1127
89874,18 20 22.74,-10 11 13.3,10.59,9.42,6.17,BY,4.655,,106.15711
89886,18 20 27.88,-66 04 42.9,10.76,3.37,2.47,ZAND+EA,604.5,,296.7359
89887,18 20 28.41,-44 04 36.8,7.18,2.73,1.0,VAR,8.15195,,366.30035
89899,18 20 39.96,-71 55 22.3,8.12,2.15,0.9,VAR,3.66475,,465.11627
89908,18 20 45.44,+71 20 15.8,4.22,11.28,0.48,ACV,1.71646,,88.65248
89912,18 20 49.23,+27 31 48.3,6.99,33.99,0.69,VAR,0.8717,,29.420416
89918,18 20 52.06,+03 22 37.7,4.85,12.11,0.83,VAR:,nan,,82.576385
89931,18 20 59.62,-29 49 40.9,2.72,10.67,0.93,VAR:,nan,,93.72071
89946,18 21 09.06,-17 22 53.7,7.74,0.64,1.18,,nan,,1562.5
89955,18 21 14.42,-39 01 18.1,6.77,5.49,0.88,ACV:,4.7992,,182.14937
89956,18 21 14.89,-16 22 31.8,8.08,2.02,1.16,SDOR,nan,,495.0495
89960,18 21 16.45,-30 56 29.1,6.99,4.31,0.82,VAR,2.27015,,232.01857
89963,18 21 19.55,-16 22 26.1,8.36,2.43,1.2,ACYG:,nan,,411.5226
89968,18 21 22.99,-18 51 35.9,5.76,2.52,0.93,DCEP,5.773383,,396.8254
89972,18 21 26.11,+18 10 25.7,10.29,0.0,2.36,EA,0.920505,,inf
89977,18 21 28.40,+05 26 08.7,6.14,0.97,0.83,BE,nan,,1030.9279
89980,18 21 31.36,-24 54 55.0,6.19,2.8,1.11,SR:,35.0,nan,357.14285
89981,18 21 32.68,+49 07 17.3,5.02,4.32,0.47,SR,nan,,231.48148
89990,18 21 40.04,+09 01 49.0,9.4,3.33,4.78,VAR,0.99936,,300.3003
89992,18 21 43.11,-17 53 51.3,8.87,1.32,1.65,BCEP,0.157256,,757.57574
89999,18 21 48.45,+21 30 28.0,6.83,2.36,0.91,SPB,3.1709,,423.72882
90001,18 21 48.85,-16 19 28.5,7.64,1.0,0.93,EB,1.38276,,1000.0
90007,18 21 52.08,+41 12 48.2,7.49,3.47,0.67,VAR,0.68241,,288.18445
90015,18 22 02.31,+14 39 27.9,8.29,2.94,2.34,ACV:,1.10061,,340.13605
90016,18 22 03.03,-22 55 18.0,7.3,3.47,1.18,,nan,,288.18445
90019,18 22 06.78,-25 14 23.7,8.86,4.27,1.43,EA/SD,3.275555,,234.19203
90020,18 22 07.04,-46 02 07.0,8.38,1.02,1.25,VAR,57.04507,,980.39215
90026,18 22 09.83,-55 33 51.1,8.04,9.1,1.11,EW,0.41193,,109.89011
90030,18 22 10.83,-07 29 55.5,7.04,5.57,0.9,E,2.427,,179.5332
90034,18 22 15.97,-14 23 19.3,7.1,4.01,1.08,,nan,,249.37654
90035,18 22 17.17,+01 42 25.6,10.12,37.23,1.66,ROT,6.528,,26.86006
90043,18 22 24.70,-32 12 51.5,8.48,3.86,1.13,SRB,nan,,259.06735
90053,18 22 38.01,+32 57 32.3,11.95,0.65,2.36,RRAB,0.57712278,,1538.4615
90073,18 22 52.62,-50 52 51.9,8.58,0.3,1.32,VAR,15.38462,,3333.3333
90074,18 22 53.08,-36 40 10.2,5.33,5.27,0.76,ACV,6.3,,189.75333
90078,18 22 59.13,+12 05 26.1,8.76,1.54,1.32,CST,nan,,649.35065
90079,18 22 59.60,+46 21 44.9,7.22,9.05,0.58,VAR,0.08491,,110.49724
90083,18 23 02.10,-10 13 08.1,6.32,9.51,1.02,BE:,nan,,105.152466
90092,18 23 05.42,+58 54 13.0,10.29,1.81,1.01,EB/SD:,0.5508738,,552.4862
90098,18 23 13.62,-61 29 38.1,4.35,7.76,0.77,LB,nan,,128.86598
90100,18 23 14.66,-28 24 43.5,8.47,0.54,1.5,SR+EA,665.0,,1851.8518
90099,18 23 14.66,-56 37 44.1,9.3,-0.65,1.3,PVTELI,nan,,-1538.4615
90108,18 23 17.85,-53 25 35.9,8.53,3.95,1.54,EB/RS,28.28,,253.16455
90110,18 23 19.15,-18 34 29.2,10.53,-0.99,2.28,DCEP,6.56959,,-1010.101
90113,18 23 19.93,-20 39 13.1,7.63,-0.39,1.03,LB:,nan,,-2564.1025
90115,18 23 22.79,-12 40 51.8,9.79,-1.99,1.73,EA+LC,3.53405,,-502.51257
90157,18 23 54.83,-44 58 09.9,8.73,4.37,1.22,DSCTC,nan,,228.83296
90170,18 23 59.94,+43 54 27.9,6.63,2.26,0.57,SRB,24.7,,442.47787
90172,18 24 01.34,+08 39 16.5,8.47,4.38,1.06,BY:,nan,,228.3105
90176,18 24 05.63,+20 27 08.1,6.75,11.84,0.72,VAR,0.0424,,84.45946
90195,18 24 15.80,+03 38 28.0,8.86,0.62,1.12,ACV,32.175,,1612.9032
90200,18 24 18.24,-44 06 36.7,5.24,6.22,0.85,,nan,,160.77171
90225,18 24 33.50,-13 39 12.8,9.93,1.63,1.89,EA/DM,10.2703,,613.49695
90230,18 24 38.34,-19 43 58.3,7.51,1.2,1.24,,nan,,833.3333
90233,18 24 39.42,-42 01 41.0,8.43,7.53,1.24,EA,9.94092,,132.80212
90241,18 24 44.50,-16 47 49.8,8.65,2.64,1.22,DCEP,6.42429,,378.78787
90254,18 24 57.78,-38 34 30.3,7.77,2.14,1.05,LB:,nan,,467.2897
90257,18 24 59.87,-18 32 19.2,7.26,2.89,1.12,,nan,,346.02075
90259,18 25 01.29,-19 33 26.1,10.65,7.52,3.08,EB:,3.283,,132.97873
90263,18 25 02.94,+14 08 42.0,7.94,1.94,1.1,VAR,0.97499,,515.4639
90267,18 25 06.18,-14 38 57.7,8.24,1.6,1.38,ACYG,6.7497,,625.0
90271,18 25 08.88,+05 05 04.4,6.73,3.83,0.9,VAR:,nan,,261.09662
90274,18 25 10.14,+64 50 17.8,6.84,6.25,0.61,VAR,0.08828,,160.0
90277,18 25 13.20,-54 38 20.7,9.14,0.06,1.45,,nan,,16666.668
90281,18 25 15.19,-13 58 42.3,6.61,0.0,1.14,ACYG,nan,,inf
90293,18 25 23.12,+38 26 27.4,7.36,2.71,0.63,ACV,2.1223,,369.0037
90295,18 25 27.88,+22 42 24.5,6.8,1.04,0.68,VAR,1.567,,961.5385
90303,18 25 31.48,-12 41 24.2,9.02,-0.79,1.45,EB/GS,11.12471,,-1265.8228
90304,18 25 31.63,-63 01 16.6,6.13,14.03,0.69,DSCTC,nan,,71.27584
90312,18 25 38.71,+18 17 40.1,9.65,4.71,1.55,EA/AR/RS,8.800793,,212.31422
90313,18 25 38.80,+08 01 55.3,5.64,4.04,0.69,EA/GS,385.0,,247.52475
90337,18 25 55.23,+14 57 58.6,6.37,8.72,0.83,SPB,0.470562,,114.678894
90338,18 25 56.71,+21 36 21.2,7.68,3.93,0.84,EA,8.19329,,254.45293
90342,18 25 58.77,+29 49 44.4,5.81,7.63,0.6,HB+EA,9.61108,,131.0616
90359,18 26 17.06,-79 55 38.5,7.46,1.67,0.69,,nan,,598.8024
90367,18 26 22.28,+06 51 25.7,9.13,2.13,1.51,ACV,nan,,469.48355
90382,18 26 33.52,-09 12 06.0,7.52,1.25,1.01,EA/GS,15.1902079,,800.0
90389,18 26 36.37,+72 24 13.5,8.86,2.87,0.74,VAR,0.1033,,348.43207
90409,18 26 50.51,+23 30 16.7,9.78,-1.42,1.5,LB:,nan,,-704.2254
90417,18 26 55.59,+15 09 06.2,9.59,3.42,1.58,RS,20.18,,292.39764
90420,18 26 56.98,+17 44 02.5,8.85,6.71,1.23,ROT,31.48,,149.0313
90441,18 27 12.51,+00 11 46.1,5.2,6.81,1.05,I:,nan,,146.84288
90443,18 27 14.69,+06 31 07.0,8.18,4.23,1.01,ACV,0.97317,,236.40662
90463,18 27 34.13,+58 28 45.7,9.15,1.17,0.84,LB,nan,,854.70087
90474,18 27 40.55,+49 18 33.5,12.38,-0.61,3.34,M,330.3,,-1639.3442
90483,18 27 45.89,+24 41 50.6,6.94,4.14,1.16,EA+EA,2.0832649,,241.5459
90487,18 27 50.32,+03 44 54.9,6.07,2.38,0.79,CST,nan,,420.16806
90488,18 27 50.46,+46 03 57.9,7.79,0.56,0.63,,nan,,1785.7142
90493,18 27 56.08,-33 19 29.2,8.85,7.1,2.4,M,312.0,,140.84508
90507,18 28 05.84,-38 21 23.8,7.8,2.07,0.95,VAR,nan,,483.0918
90516,18 28 10.14,-21 14 19.3,8.34,2.6,2.64,MISC,56.217224,,384.6154
90519,18 28 11.71,-52 29 59.7,7.33,4.84,0.89,VAR:,nan,,206.61156
90552,18 28 36.68,-12 59 50.8,8.34,1.75,1.23,EA,30.811,,571.4286
90556,18 28 42.31,+37 15 08.7,8.52,4.26,0.76,,nan,,234.74178
90576,18 28 57.36,-26 34 55.4,6.68,8.22,1.03,,nan,,121.654495
90584,18 29 01.97,+11 39 01.6,7.5,6.95,1.01,VAR:,nan,,143.8849
90588,18 29 05.05,-29 54 52.2,8.41,12.69,2.32,CST,nan,,78.80221
90599,18 29 14.04,+10 53 31.4,7.89,4.67,1.17,EA/DM,2.19659616,,214.13275
90610,18 29 21.99,-25 15 23.7,6.63,1.01,0.97,GCAS,nan,,990.099
90617,18 29 25.69,-06 04 37.2,11.96,-2.06,4.23,ACV,2.1510141,,-485.43692
90624,18 29 30.80,+12 27 02.7,8.08,2.51,1.18,,nan,,398.40637
90632,18 29 34.90,+29 58 04.7,9.11,10.2,1.17,BY:,0.861,,98.039215
90637,18 29 35.71,+23 51 58.3,5.87,2.21,0.62,VAR,0.92686,,452.48868
90646,18 29 44.93,-34 16 07.5,8.2,2.96,1.15,SRB,30.5944,,337.83783
90651,18 29 46.75,-14 34 55.3,6.02,11.46,0.84,ACV,2.1912,,87.26003
90661,18 29 55.21,-12 23 22.0,9.19,2.05,1.41,EA,2.23311,,487.8049
90667,18 29 58.73,+21 31 23.5,8.81,-0.96,1.2,,nan,,-1041.6667
90671,18 30 02.07,-33 29 43.3,7.7,2.83,1.01,EA,1.74502,,353.3569
90680,18 30 08.28,-02 35 27.1,9.14,2.72,1.45,VAR,nan,,367.64706
90697,18 30 16.24,+21 52 00.6,7.57,0.7,1.09,RVA,75.29,,1428.5714
90709,18 30 26.05,-16 53 49.3,9.23,5.92,2.86,SRB,337.901154,,168.91891
90714,18 30 30.35,-59 17 31.5,7.81,0.22,0.92,,nan,,4545.4546
90723,18 30 34.58,+36 14 57.0,7.42,1.83,0.67,LB:,nan,,546.44806
90727,18 30 39.26,+12 36 40.3,7.26,4.35,1.01,EA/DM,1.7785724,,229.88506
90728,18 30 41.17,+04 30 39.0,6.95,8.07,0.8,DSCT,0.09569,,123.91574
90741,18 30 54.56,+08 04 42.4,7.55,1.97,1.0,,nan,,507.6142
90761,18 31 04.45,+04 37 37.1,7.73,1.06,0.92,GCAS,nan,,943.3963
90763,18 31 04.85,-32 59 20.4,5.37,9.32,1.38,CST:,nan,,107.29614
90765,18 31 05.87,-32 12 43.3,11.29,2.97,3.43,EW,0.405574,,336.70035
90768,18 31 08.65,-05 47 22.2,7.37,2.57,0.92,BE,nan,,389.10507
90770,18 31 09.66,+25 09 47.8,7.81,1.32,1.05,LB:,nan,,757.57574
90773,18 31 10.93,-64 07 31.4,9.12,4.95,1.14,EA,5.64797,,202.0202
90775,18 31 11.47,-36 48 33.2,6.98,11.03,0.96,VAR,nan,,90.661835
90780,18 31 14.91,+65 26 09.1,6.6,7.37,0.52,EA,14.3647,,135.68521
90791,18 31 19.75,-13 06 29.4,9.88,0.97,1.46,DCEP,4.19807,,1030.9279
90795,18 31 22.02,-00 28 55.0,7.07,4.06,0.86,VAR,0.09117,,246.30542
90797,18 31 22.43,-62 16 41.5,4.63,6.81,0.75,SPB,0.85584,,146.84288
90799,18 31 23.35,-18 15 45.3,7.67,-0.18,1.07,CST,nan,,-5555.555
90801,18 31 24.21,-19 09 31.0,7.93,0.64,1.03,GCAS,nan,,1562.5
90803,18 31 25.14,+14 17 21.3,9.81,-0.49,1.53,LB:,28.786459,,-2040.8163
90804,18 31 25.69,-10 47 44.9,5.77,4.7,0.94,,nan,,212.76596
90809,18 31 28.48,+39 53 29.2,8.78,12.6,0.86,ROT,3.36,,79.365074
90811,18 31 28.99,-21 14 57.9,8.5,2.18,1.63,SRB,nan,,458.71558
90815,18 31 32.36,-67 57 18.0,8.0,2.88,0.89,ACV:,1.46239,,347.2222
90836,18 31 53.33,-19 07 30.2,6.59,0.27,0.92,DCEP,6.745226,,3703.7036
90837,18 31 54.40,+59 25 12.1,7.73,3.64,0.56,DSCTC,0.11339,,274.72528
90850,18 32 01.38,-34 42 22.3,10.91,1.19,2.17,SRA,348.3,,840.3361
90858,18 32 06.88,+03 39 34.5,6.41,2.73,0.89,ACV,nan,,366.30035
90872,18 32 13.47,-22 03 21.7,9.35,4.71,1.49,MISC,274.0,,212.31422
90874,18 32 14.01,-29 11 24.8,7.02,8.1,0.93,VAR:,nan,,123.45679
90875,18 32 14.04,+33 35 04.2,8.58,0.78,0.91,VAR,0.09176,,1282.0513
90880,18 32 17.08,+36 25 34.2,8.21,4.25,0.76,E:,15.402782,,235.29411
90883,18 32 20.08,+36 59 55.7,7.57,1.58,0.75,LB,nan,,632.9114
90894,18 32 24.78,-42 19 13.3,8.68,2.45,1.36,DSCTC,0.088,,408.16327
90899,18 32 27.46,-48 11 49.7,9.42,11.12,1.47,,nan,,89.928055
90907,18 32 37.79,-15 42 05.9,7.85,0.11,1.16,ACYG:,nan,,9090.909
90913,18 32 43.32,-14 51 56.4,5.47,2.57,0.77,SRD,nan,,389.10507
90919,18 32 47.85,+24 40 45.2,7.75,7.27,0.88,GDOR,1.0036542,,137.55157
90948,18 33 08.44,+40 31 56.3,6.93,6.3,0.65,VAR:,nan,,158.73015
90950,18 33 10.10,-18 22 06.1,6.79,1.63,0.9,ACYG,2.42048,,613.49695
90953,18 33 14.41,-24 06 34.3,6.81,3.09,0.94,VAR:,nan,,323.6246
90970,18 33 23.04,+30 53 31.6,6.55,2.2,0.56,BE,nan,,454.54544
90971,18 33 23.30,+08 16 05.8,6.42,2.06,0.77,ACV,3.9127,,485.43692
90972,18 33 24.35,+58 42 23.2,9.03,3.56,0.71,EW,0.597419,,280.8989
90983,18 33 30.99,-56 10 34.4,12.62,-1.38,5.22,VAR,0.88939,,-724.6377
90990,18 33 36.10,+05 36 24.3,7.75,4.47,0.91,ACV,3.998,,223.71365
90992,18 33 39.76,-36 48 20.2,7.96,3.37,1.13,VAR,1.40247,,296.7359
91000,18 33 49.17,+10 26 32.6,8.5,-0.06,1.11,VAR,4.12184,,-16666.668
91001,18 33 50.80,-14 25 32.8,7.92,5.35,1.01,ACV,2.79926,,186.9159
91015,18 33 57.41,+31 38 24.2,12.01,1.3,2.94,CWA,24.16,nan,769.2308
91014,18 33 57.76,-33 00 59.5,5.28,1.46,0.95,CST:,nan,,684.9315
91020,18 34 05.12,-32 57 40.0,7.13,0.11,1.11,EA:,2.03252,,9090.909
91038,18 34 15.84,-04 48 48.9,8.71,-1.32,1.22,BCEP,0.193851,,-757.57574
91043,18 34 20.12,+18 41 24.7,7.39,26.87,0.89,BY,1.3371,,37.216225
91052,18 34 26.32,+57 48 06.6,7.33,6.39,0.55,EB,0.944276,,156.49452
91061,18 34 30.90,+51 46 56.4,6.51,3.94,0.54,LB,nan,,253.8071
91066,18 34 32.76,-24 13 20.6,6.53,1.01,1.01,,nan,,990.099
91071,18 34 34.89,+15 13 45.4,8.23,2.51,0.99,SRB,69.502365,,398.40637
91085,18 34 43.69,-28 04 19.4,8.61,22.7,1.27,BY:,nan,,44.05286
91099,18 34 56.89,+87 17 31.2,8.49,3.88,0.7,,nan,,257.73196
91100,18 34 57.57,-13 52 12.4,9.52,-0.91,12.15,BCEP,0.184661,,-1098.9011
91105,18 35 02.36,-10 58 37.9,5.12,11.25,0.78,VAR:,nan,,88.888885
91113,18 35 08.21,+00 02 34.9,7.94,0.2,1.47,EA,2.259772,,5000.0
91119,18 35 13.50,+34 27 28.8,6.1,3.14,0.6,,nan,,318.4713
91124,18 35 15.91,-45 56 27.0,8.36,-0.38,1.04,BCEP,0.0893369,,-2631.579
91130,18 35 20.47,-22 05 27.3,8.0,2.1,1.86,BE,nan,,476.1905
91132,18 35 21.31,-20 50 25.6,6.49,10.71,0.92,DSCTC,0.09849,,93.37068
91135,18 35 23.69,-19 16 06.6,6.77,6.37,1.07,SRB,nan,,156.98587
91140,18 35 31.14,+21 04 27.1,8.97,7.25,2.28,E:,nan,,137.93103
91142,18 35 36.48,+04 56 09.8,6.47,9.74,0.94,ACV,2.1436,,102.66941
91143,18 35 36.76,-18 33 02.2,7.08,1.69,1.05,,nan,,591.71594
91145,18 35 37.11,+40 46 10.8,7.73,5.21,0.76,GDOR:,0.78773,,191.93858
91175,18 36 01.19,+75 30 24.0,8.17,4.35,0.67,VAR,0.09163,,229.88506
91192,18 36 11.99,+41 16 41.1,6.92,4.77,1.72,,nan,,209.6436
91193,18 36 12.05,-65 31 56.7,8.38,-0.03,1.06,LB:,5.369,,-33333.336
91200,18 36 14.99,+30 35 04.8,6.68,2.75,0.65,VAR:,nan,,363.63635
91201,18 36 15.94,+04 23 53.7,9.53,-0.43,1.52,DCEP(B),4.2709,,-2325.5813
91206,18 36 20.89,-32 19 38.2,8.42,1.09,1.55,LB,nan,,917.43115
91224,18 36 29.63,+05 17 19.3,7.84,3.5,1.11,ACV,4.4678,,285.7143
91235,18 36 37.35,+33 28 08.5,5.41,6.25,0.53,ACV:,nan,,160.0
91239,18 36 39.60,-08 11 05.3,10.19,0.91,1.92,DCEPS,3.09099,,1098.9011
91250,18 36 45.53,+43 13 18.6,6.21,7.94,0.52,EB,1.31288,,125.94458
91275,18 37 04.08,-07 36 11.8,8.6,2.63,1.2,LB,84.87355,,380.22812
91292,18 37 15.67,-40 48 12.9,6.96,2.66,0.87,SRD,nan,,375.93985
91316,18 37 33.46,+74 19 42.5,9.46,-0.06,0.78,SRA,282.72,,-16666.668
91327,18 37 39.62,-42 57 19.7,7.74,4.57,0.94,EA/DM,4.327877,,218.81837
91329,18 37 41.06,+51 56 45.4,7.52,3.11,0.61,CST,nan,,321.54343
91335,18 37 43.68,+59 45 30.5,8.11,0.3,0.66,SRD,nan,,3333.3333
91342,18 37 51.11,-06 47 48.5,7.95,1.12,0.99,DCEP(B),5.82363,,892.8571
91345,18 37 52.66,-71 58 28.9,8.33,2.52,0.96,,nan,,396.8254
91353,18 37 56.84,-08 57 18.2,9.1,1.16,1.43,VAR,nan,,862.069
91357,18 37 57.41,+22 22 52.3,8.35,6.46,0.98,,nan,,154.79877
91359,18 37 58.78,+37 26 05.8,8.17,1.29,0.71,ACYG:,nan,,775.19385
91361,18 37 59.94,+28 37 47.8,6.92,1.68,0.71,VAR,3.88,,595.2381
91366,18 38 03.31,-08 22 08.1,9.49,0.0,1.69,DCEP,10.341504,,inf
91373,18 38 06.47,+39 40 05.9,6.02,2.72,0.57,SRC,120.0,,367.64706
91389,18 38 21.13,+08 50 02.6,7.41,-25.8,18.05,M,338.0,,-38.75969
91413,18 38 36.74,+16 32 27.7,7.73,8.02,1.26,VAR:,nan,,124.68827
91417,18 38 39.78,+30 27 07.3,7.29,2.98,0.71,VAR,1.19205,,335.57047
91422,18 38 41.31,+17 52 54.0,8.9,-0.86,1.22,LB:,87.565674,,-1162.7906
91439,18 38 53.40,-76 29 57.2,7.8,15.58,0.75,VAR,0.16179,,64.18485
91448,18 39 02.53,-15 02 21.3,7.48,3.35,0.98,VAR,1.75009,,298.50748
91477,18 39 26.10,-13 50 47.1,9.86,3.58,1.76,ACYG:,nan,,279.32962
91494,18 39 35.18,-43 11 08.8,5.42,3.99,0.73,LB:,5.2752,,250.62657
91495,18 39 35.25,-07 17 08.2,9.66,3.73,2.03,VAR,0.67439,,268.09653
91514,18 39 48.25,-29 20 21.4,9.94,-1.18,1.83,BCEP,0.151164,,-847.45764
91516,18 39 48.67,-59 18 06.0,7.52,2.26,1.08,LB,nan,,442.47787
91525,18 39 52.81,+52 11 45.7,6.0,5.79,0.51,,nan,,172.71158
91529,18 39 56.26,+51 05 34.7,8.77,8.23,1.75,BY,6.8528,,121.50669
91550,18 40 11.01,-22 39 49.8,8.7,0.57,1.42,GCAS:,nan,,1754.386
