HIP,RAhms,DEdms,Vmag,Plx,e_Plx,Type,Period,u_Period,distance
91578,18 40 29.11,-45 44 51.7,9.57,0.95,1.6,EA,2.4889,,1052.6316
91590,18 40 43.99,+42 57 45.0,8.44,3.7,0.71,DSCT,0.161283,,270.27026
91609,18 40 59.63,+24 49 30.3,7.63,4.41,0.85,DSCT,nan,,226.75737
91613,18 41 00.66,-06 05 50.0,10.58,3.62,2.12,DCEP,7.41522,,276.2431
91634,18 41 15.95,+28 43 21.2,11.48,-2.68,2.15,RRAB,0.41138232,,-373.1343
91652,18 41 24.68,-23 55 20.9,10.04,1.78,1.92,ACV,0.87134,,561.7978
91666,18 41 35.00,+43 32 58.9,7.87,7.77,0.66,GDOR,2.22222,,128.70013
91671,18 41 40.22,+34 05 55.5,7.43,2.87,0.65,SPB,2.2791,,348.43207
91692,18 41 52.44,-55 18 05.7,8.51,1.26,1.12,VAR,14.11034,,793.6508
91697,18 41 56.38,-04 06 38.4,9.44,0.89,1.61,DCEP,19.7035,,1123.5956
91703,18 42 04.83,+28 57 29.7,8.65,1.56,1.8,SRB,146.0,,641.02563
91706,18 42 07.91,-04 17 36.5,10.99,4.02,2.27,DCEP,11.05302,,248.75623
91718,18 42 11.48,-34 02 24.9,8.6,3.59,1.37,EA,1.70148,,278.55154
91723,18 42 14.36,-81 48 29.1,6.27,5.89,0.6,VAR:,nan,,169.7793
91726,18 42 16.42,-09 03 09.2,4.7,17.44,0.8,DSCT,0.1937697,,57.339447
91728,18 42 17.89,-07 20 14.4,6.91,1.45,0.87,LB,nan,,689.65515
91732,18 42 22.53,-47 45 39.2,6.6,11.7,0.82,VAR,0.99787,,85.470085
91738,18 42 26.82,-05 20 27.0,11.21,-3.72,2.35,DCEP,3.916977,,-268.8172
91749,18 42 34.19,-43 33 02.1,8.38,3.92,1.03,CST,nan,,255.10204
91755,18 42 37.96,+55 32 21.8,5.03,8.96,0.48,ACV:,nan,,111.60714
91774,18 42 50.00,+36 57 30.9,7.97,0.73,0.76,SR,186.0,,1369.863
91777,18 42 53.14,-39 17 08.4,7.01,2.02,0.92,BE,nan,,495.0495
91781,18 42 55.11,-19 17 02.9,6.32,2.67,1.01,SRB,50.0,nan,374.53183
91785,18 42 57.27,-05 49 15.2,9.59,1.14,1.66,DCEP,12.901325,,877.193
91789,18 43 01.13,+29 48 28.3,8.2,4.43,0.86,SR,nan,,225.73364
91790,18 43 01.51,+31 08 08.2,7.91,3.82,0.75,VAR,0.70362,,261.78012
91793,18 43 02.29,+32 00 49.1,8.3,0.06,0.93,,nan,,16666.668
91813,18 43 10.73,-71 17 18.2,7.73,1.45,0.83,LB,nan,,689.65515
91822,18 43 17.95,-01 38 44.3,7.68,1.62,1.17,VAR,0.12522,,617.28394
91826,18 43 20.25,-22 24 38.9,7.7,1.66,1.73,VAR,239.80815,,602.40967
91831,18 43 22.68,+16 11 35.5,8.24,2.21,1.28,VAR,2.71356,,452.48868
91847,18 43 31.63,-11 20 13.2,6.95,2.8,0.91,VAR,0.09525,,357.14285
91855,18 43 37.37,-01 33 32.4,7.2,3.76,1.08,VAR:,nan,,265.95746
91867,18 43 43.51,-07 43 52.0,8.33,-1.07,1.17,DCEP,3.67132,,-934.5794
91871,18 43 45.56,-15 16 25.3,8.64,1.87,1.2,SRB,nan,,534.75934
91879,18 43 51.20,+24 04 52.4,9.35,2.69,1.24,ACV,5.3182,,371.7472
91896,18 44 02.70,-69 10 39.1,8.22,0.93,1.0,,nan,,1075.2688
91910,18 44 12.79,-01 33 15.5,7.77,1.77,1.22,EB/KE:,1.364209,,564.97174
91911,18 44 13.15,-03 47 57.8,11.94,3.33,3.56,WR,nan,,300.3003
91918,18 44 19.36,-35 38 30.9,4.86,7.23,1.09,VAR,1.19849,,138.31259
91922,18 44 21.45,+28 06 05.1,7.16,7.01,0.72,DSCTC,0.0732979,,142.65335
91926,18 44 22.78,+39 36 45.3,4.59,20.34,0.77,CST,nan,,49.164207
91928,18 44 23.73,-46 57 27.0,8.52,-0.09,2.09,EA,19.2449,,-11111.11
91929,18 44 25.17,-13 12 47.6,9.75,-1.45,1.86,LB:,nan,,-689.65515
91946,18 44 33.34,-07 06 38.1,7.82,-1.41,1.05,BE,nan,,-709.21985
91960,18 44 40.84,-06 32 10.1,6.71,1.64,0.95,,nan,,609.7561
91970,18 44 45.91,+14 25 37.0,9.16,3.58,1.37,SRD,23.73422,,279.32962
91971,18 44 46.34,+37 36 18.2,4.34,21.23,0.54,ELL,4.3,,47.103157
91975,18 44 49.93,+02 03 36.3,5.02,6.91,0.74,GCAS:,nan,,144.7178
91983,18 44 53.13,+57 05 17.1,8.12,5.25,0.63,ELL+DSCT,1.801,,190.4762
91990,18 44 57.58,+44 21 32.5,8.32,8.0,0.77,ROT,2.526,,125.0
91997,18 45 03.73,+35 00 30.3,7.18,3.85,0.62,VAR,1.55027,,259.74026
92013,18 45 17.50,-20 38 50.5,7.45,-0.1,1.05,DCEP,5.15424,,-10000.0
92028,18 45 28.62,-04 35 58.7,8.2,0.0,1.15,VAR,nan,,inf
92036,18 45 35.61,+21 59 04.8,6.53,4.66,0.74,ACV,9.975,,214.59229
92048,18 45 41.52,+41 24 20.1,7.89,0.38,0.69,LB:,nan,,2631.579
92050,18 45 43.27,-46 36 04.7,7.57,1.78,1.03,VAR,3.99792,,561.7978
92055,18 45 46.38,+07 13 12.3,9.79,2.19,1.81,EA/GS,261.9277,,456.621
92060,18 45 49.83,+34 31 06.5,7.09,4.25,0.92,PULS,0.2315,,235.29411
92066,18 45 53.23,-18 21 50.5,7.42,4.69,0.98,ACV,5.0945,,213.21962
92067,18 45 54.11,+12 20 10.2,10.07,0.29,1.75,DCEP,7.507945,,3448.276
92079,18 46 01.15,-19 36 22.9,6.34,4.42,0.98,SRB,nan,,226.24434
92095,18 46 10.33,+46 37 50.9,7.9,5.32,0.74,DSCT,0.053818,,187.96992
92111,18 46 20.59,-22 23 31.9,5.37,2.55,1.03,,nan,,392.15686
92115,18 46 26.63,-31 20 32.1,9.54,1.95,1.57,PVTELIII,nan,,512.8205
92117,18 46 28.58,-00 57 41.9,5.89,12.62,1.48,VAR:,nan,,79.2393
92122,18 46 34.62,+38 21 04.0,8.1,27.01,0.93,BY,10.973,,37.023323
92128,18 46 38.08,-07 55 55.1,9.16,-0.76,1.19,GCAS,nan,,-1315.7896
92130,18 46 39.43,-39 43 51.1,6.88,0.73,0.91,,nan,,1369.863
92131,18 46 41.35,+18 42 21.5,6.18,6.09,0.71,VAR,20.50861,,164.20361
92133,18 46 43.08,+52 59 16.7,5.91,1.5,0.48,GCAS+ELL,1.27254,,666.6667
92136,18 46 43.32,-10 07 30.1,5.69,-0.07,0.85,I,nan,,-14285.714
92142,18 46 47.27,-29 37 53.6,6.83,4.61,1.08,SRB,43.5,,216.91974
92148,18 46 52.27,-65 14 58.6,7.03,2.57,0.8,LB,nan,,389.10507
92150,18 46 54.69,-07 34 44.8,7.22,3.02,0.92,VAR:,nan,,331.12582
92151,18 46 55.59,+09 25 09.2,7.66,1.78,0.99,LB:,nan,,561.7978
92152,18 46 55.89,-29 57 35.9,9.73,0.19,1.55,BCEP,0.1819331,,5263.158
92177,18 47 10.74,+10 45 49.4,8.35,3.77,1.06,EA/SD:,2.8640668,,265.25198
92180,18 47 14.38,+02 36 06.8,8.64,2.09,1.07,MISC,5680.0,,478.46893
92194,18 47 21.02,+05 27 18.6,9.24,0.59,1.48,LB,199.27536,,1694.9153
92202,18 47 28.98,-05 42 18.3,5.38,2.32,0.82,RVA,146.5,,431.0345
92204,18 47 29.57,+49 25 55.4,7.19,4.14,0.79,EA,4.243,,241.5459
92207,18 47 32.31,-38 09 32.3,10.0,1.18,2.77,RCB,nan,,847.45764
92215,18 47 37.15,-28 16 47.0,7.42,3.8,0.98,ACV,1.93789,,263.1579
92225,18 47 44.50,+09 15 47.5,9.08,2.69,1.15,VAR,22.96739,,371.7472
92235,18 47 52.33,-20 16 28.2,6.92,1.66,0.99,EA/DS:,8.8961,,602.40967
92236,18 47 53.51,+11 09 48.8,7.5,1.87,0.83,VAR,1.091,,534.75934
92237,18 47 53.83,+24 47 43.5,11.07,3.06,1.93,LB,97.390523,,326.7974
92244,18 47 57.65,-37 44 22.3,10.71,0.66,2.05,RRAB/BL,0.5893445,,1515.1515
92247,18 48 00.08,+48 32 31.9,9.24,4.27,0.93,DSCT,0.029926,,234.19203
92252,18 48 02.52,+10 23 10.0,8.77,2.3,1.32,VAR,2.20289,,434.78262
92266,18 48 13.40,-19 11 56.0,6.87,1.63,0.95,VAR:,nan,,613.49695
92280,18 48 22.54,-31 51 53.8,7.58,2.41,0.99,EA+SPB,25.147,,414.93774
92282,18 48 28.14,+36 26 27.1,7.52,3.73,0.68,,1.427,,268.09653
92285,18 48 31.43,-19 41 08.3,8.7,0.1,1.18,ELL,1.34469,,10000.0
92302,18 48 46.39,+35 51 54.4,8.38,2.5,0.82,VAR,0.29402,,400.0
92307,18 48 48.90,-18 37 55.8,7.22,2.58,0.91,EA,4.7907,,387.59692
92316,18 48 54.63,+00 35 02.9,11.9,4.21,2.59,NA,0.13820103,,237.5297
92319,18 48 55.63,+24 03 21.2,6.55,2.76,0.68,VAR,0.09749,,362.31885
92330,18 49 03.47,-63 16 10.3,7.39,6.1,0.82,EA,2.748435,,163.93443
92335,18 49 07.90,+47 30 57.0,7.6,4.44,0.71,LB,35.06,,225.22522
92340,18 49 11.26,-10 14 27.9,9.84,3.78,1.64,EB/SD,0.6642384,,264.55026
92370,18 49 28.59,-16 43 22.9,7.56,0.87,1.03,DCEP,9.553606,,1149.4253
92372,18 49 29.36,+12 08 40.7,9.32,1.47,1.27,EB,2.59849,,680.2721
92374,18 49 30.12,+18 11 13.4,8.95,4.43,1.85,EA,1.60423,,225.73364
92375,18 49 31.03,-58 56 52.0,7.92,3.7,1.08,ACV,2.30444,,270.27026
92383,18 49 35.26,-78 40 45.2,9.65,-0.42,1.03,ACV,1.60666,,-2380.9524
92384,18 49 35.36,-19 08 32.4,6.77,7.79,0.93,VAR:,nan,,128.3697
92398,18 49 45.91,+32 48 46.2,5.93,3.23,0.53,,nan,,309.59753
92400,18 49 47.56,+20 50 39.5,11.29,12.76,8.02,,nan,,78.3699
92412,18 49 57.26,-52 07 19.2,7.1,4.7,1.03,ELL:+DSCTC,3.2,,212.76596
92414,18 50 00.30,+20 43 16.6,9.34,-0.18,2.28,EA/SD,9.76657,,-5555.555
92420,18 50 04.79,+33 21 45.6,3.52,3.7,0.52,DPV:/EB,12.944,,270.27026
92423,18 50 05.57,-08 23 08.1,8.69,0.21,1.2,LB,59.16724,,4761.905
92431,18 50 12.16,+78 57 57.6,7.87,4.11,0.58,PULS,0.09353,,243.30899
92442,18 50 20.03,-07 54 27.4,6.82,2.53,0.9,SRB,149.7,,395.25693
92449,18 50 24.54,+24 06 24.1,6.85,4.01,0.8,BY,11.7,,249.37654
92452,18 50 27.73,+15 56 24.7,10.84,-2.64,2.05,CWA,10.411,,-378.78787
92477,18 50 47.18,+08 42 10.1,8.87,0.47,1.82,GCAS,nan,,2127.6597
92478,18 50 49.77,+24 43 12.0,8.57,2.01,1.04,EA/DM,1.637435,,497.51245
92489,18 50 59.34,+69 52 57.3,9.82,1.78,0.98,EA,11.21101,,561.7978
92491,18 50 59.87,-20 17 42.8,6.84,0.61,0.99,DCEP,6.63703,,1639.3442
92501,18 51 05.44,-03 15 39.6,6.89,7.73,0.8,DSCT,0.05761,,129.3661
92505,18 51 06.38,-20 18 00.3,7.5,1.47,1.05,EA,299.585,,680.2721
92507,18 51 07.98,-06 16 45.0,8.47,-7.79,2.2,,nan,,-128.3697
92510,18 51 09.75,-07 47 55.7,8.67,1.12,1.15,GCAS:,nan,,892.8571
92513,18 51 11.99,+46 44 17.5,7.71,3.24,0.7,LB,nan,,308.64197
92512,18 51 12.01,+59 23 17.8,4.63,10.12,0.43,EA/RS,138.3,,98.81423
92517,18 51 16.88,-06 21 11.0,9.36,1.86,1.48,DSCT,0.223,,537.6344
92523,18 51 22.08,+62 39 15.9,8.42,2.51,0.7,LB,nan,,398.40637
92524,18 51 22.16,-03 19 04.1,6.08,11.8,0.78,DSCT,0.08073,,84.74576
92537,18 51 26.83,+39 19 14.0,7.28,3.91,0.55,EA,nan,,255.75447
92553,18 51 37.93,-01 02 39.8,8.22,2.87,0.96,ACV,1.1807,,348.43207
92559,18 51 41.00,-01 45 35.1,8.82,3.79,1.07,ROT,0.263752,,263.85223
92586,18 51 58.04,-83 18 58.7,7.17,3.02,0.64,VAR:,nan,,331.12582
92587,18 51 58.05,+10 46 48.8,8.09,-0.16,1.54,,nan,,-6250.0
92593,18 52 01.93,+13 57 56.4,6.19,4.08,0.8,EB,1.39113,,245.09804
92599,18 52 07.25,+41 22 59.7,6.28,2.67,0.52,VAR,8.03084,,374.53183
92609,18 52 13.04,-62 11 15.2,4.22,1.8,0.67,GCAS,nan,,555.55554
92624,18 52 22.06,+24 20 16.0,9.54,2.04,1.34,VAR:,nan,,490.19608
92629,18 52 26.97,-57 11 46.0,8.17,1.49,1.09,EA,1.19497,,671.1409
92630,18 52 27.21,-46 35 42.4,5.51,3.41,0.74,,nan,,293.25513
92637,18 52 28.77,+48 24 14.1,9.83,-0.13,0.92,SPB+BCEP,nan,,-7692.308
92648,18 52 40.31,+04 03 11.8,7.99,1.05,1.03,EA,3.65705,,952.381
92649,18 52 41.69,-30 44 02.5,6.64,5.97,0.87,EA,1.45174,,167.5042
92657,18 52 53.80,+22 10 10.8,9.98,2.59,1.49,,nan,,386.1004
92680,18 53 05.86,-50 10 49.1,8.43,20.14,1.18,TTS/ROT,0.9457,,49.652435
92683,18 53 07.83,+01 45 19.5,7.71,8.54,1.0,DSCTC,0.0431131,,117.096016
92699,18 53 17.54,+21 13 32.7,9.76,3.05,1.57,EW,0.493322,,327.86887
92700,18 53 18.50,+40 59 42.5,6.6,3.8,0.55,LB,33.21,,263.1579
92708,18 53 26.24,+24 16 40.8,8.45,1.47,1.11,EA/DM,10.550168,,680.2721
92709,18 53 26.43,-23 59 29.3,8.79,0.75,1.43,PULS,nan,,1333.3334
92713,18 53 28.51,+42 54 09.4,6.61,1.89,0.56,VAR,1.9757,,529.1005
92715,18 53 29.90,+09 39 30.9,7.4,1.21,1.06,SRB,45.3,,826.4462
92728,18 53 43.56,+36 58 18.2,5.58,3.02,0.56,,nan,,331.12582
92729,18 53 44.69,+60 01 04.4,7.05,1.31,0.48,GCAS+LERI,1.4985,,763.3588
92736,18 53 50.63,+42 10 15.8,8.58,3.23,0.76,DSCT,0.04725,,309.59753
92739,18 53 54.18,+40 19 25.4,7.85,4.46,0.63,GDOR,1.04384,,224.21524
92754,18 54 04.93,-51 30 57.6,9.74,5.09,2.13,EA,1.21125,,196.46365
92761,18 54 10.18,-22 44 41.4,4.86,1.76,0.85,VAR,2.30425,,568.1818
92766,18 54 12.82,-07 19 30.7,8.94,2.23,1.24,VAR,1.09046,,448.43048
92776,18 54 18.01,-19 55 58.7,8.3,-0.37,1.2,EB,1.48934,,-2702.7026
92787,18 54 28.96,+10 37 57.2,7.31,0.95,0.98,LB,nan,,1052.6316
92788,18 54 29.10,-45 29 10.5,6.65,0.39,0.75,ACV:,nan,,2564.1025
92791,18 54 30.29,+36 53 55.0,4.22,3.63,0.56,SR,nan,,275.4821
92800,18 54 32.85,+20 36 55.1,6.85,4.43,0.97,,nan,,225.73364
92825,18 54 48.26,+15 20 33.7,7.08,6.04,0.84,VAR,0.4085,,165.56291
92835,18 54 53.46,+51 18 29.1,7.96,12.45,0.72,EA,10.7615305,,80.32129
92837,18 54 54.37,+01 07 18.0,7.39,11.85,0.94,GDOR,0.786699,,84.38818
92862,18 55 20.09,+43 56 45.2,4.08,9.33,0.52,SRB,46.0,nan,107.18114
92863,18 55 20.36,+27 00 09.7,7.97,1.63,1.11,VAR,56.94761,,613.49695
92865,18 55 23.13,+09 20 48.1,8.59,2.02,1.15,EB/KE:,1.621924,,495.0495
92869,18 55 25.66,+40 10 37.7,6.83,4.98,0.55,DSCT+GDOR,0.45683,,200.8032
92871,18 55 27.36,+08 24 09.6,10.1,86.27,1.9,UV,nan,,11.591516
92874,18 55 27.62,-08 11 10.4,9.08,1.06,1.39,SRB,122.0,nan,943.3963
92889,18 55 34.14,+67 22 50.4,9.19,-0.09,0.8,LB:,nan,,-11111.11
92934,18 56 03.80,+17 59 43.3,6.64,4.26,0.77,ACV,nan,,234.74178
92943,18 56 09.91,+07 56 08.3,8.1,1.66,1.06,EA,3.88181,,602.40967
92961,18 56 21.24,+45 30 52.7,9.29,7.06,2.59,ROT+UV,6.15,,141.64307
92983,18 56 36.65,+47 39 23.1,8.69,8.91,0.74,ROT,14.448,,112.233444
92989,18 56 40.49,-37 20 35.5,5.36,7.67,0.94,ACV,7.34,,130.3781
93007,18 56 49.43,+68 17 32.6,7.62,23.47,0.58,BY:,nan,,42.607586
93015,18 56 57.04,-67 14 00.7,4.4,6.0,0.67,CW,9.083,,166.66667
93063,18 57 24.27,-00 43 48.8,11.16,-2.77,2.43,DCEP,2.987715,,-361.01083
93082,18 57 41.54,-85 33 55.0,8.01,2.56,0.76,LB,nan,,390.625
93088,18 57 46.71,-12 47 55.5,8.96,9.53,1.32,VAR,1.05923,,104.9318
93092,18 57 50.40,-46 44 10.5,8.05,1.48,1.06,LB:,nan,,675.67566
93093,18 57 51.44,-01 56 23.5,9.57,-0.21,1.33,VAR,nan,,-4761.905
93100,18 57 58.93,+44 59 17.3,8.09,2.8,0.71,DSCT+GDOR,0.068395,,357.14285
93104,18 58 01.90,+38 15 58.3,5.89,6.32,0.54,EA,5.823,,158.22784
93118,18 58 10.76,-20 25 25.5,6.93,0.27,0.86,ACYG,nan,,3703.7036
93124,18 58 14.75,+17 21 39.4,5.33,1.32,0.72,DCEPS,4.470848,,757.57574
93128,18 58 20.02,+03 46 47.3,8.38,2.43,1.06,,nan,,411.5226
93142,18 58 25.70,+01 11 53.3,7.07,5.65,0.81,VAR:,nan,,176.99115
93145,18 58 26.45,+53 05 35.4,9.29,1.24,0.94,LB,nan,,806.4516
93144,18 58 26.49,+36 25 32.9,8.14,5.25,0.99,DSCT,0.0465318,,190.4762
93155,18 58 30.93,-22 39 45.5,9.08,2.88,1.44,ACV,1.29948,,347.2222
93157,18 58 31.54,+25 14 55.3,7.53,0.99,0.84,VAR,5.85035,,1010.101
93158,18 58 32.43,+14 21 49.6,7.99,-0.12,0.95,SRA,385.5,,-8333.334
93171,18 58 41.39,+20 37 23.4,6.74,1.91,0.75,VAR,7.25742,,523.56024
93177,18 58 46.59,+40 40 45.1,6.2,3.44,0.54,BCEP:,0.0933,,290.69766
93179,18 58 46.92,+13 54 24.4,5.91,13.45,0.67,ACV,6.05,,74.34944
93181,18 58 47.29,-29 30 18.0,9.42,1.38,1.42,PVTELIII,20.0,nan,724.6377
93187,18 58 52.62,+69 31 52.5,6.52,5.19,0.47,ACV,1.1232524,,192.67822
93210,18 59 12.29,+39 13 02.4,6.43,3.97,0.56,SPB:,1.58193,,251.88916
93214,18 59 14.80,+31 40 53.3,7.45,3.81,0.74,DSCTC,0.113211,,262.4672
93215,18 59 15.19,-07 08 00.9,8.97,1.35,1.5,BE,nan,,740.7407
93222,18 59 21.45,+41 38 13.0,7.79,1.21,0.68,LB:,nan,,826.4462
93225,18 59 23.80,-12 50 25.7,5.51,6.34,0.8,,nan,,157.7287
93224,18 59 23.82,-19 16 45.4,6.52,1.1,0.91,VAR:,nan,,909.0909
93227,18 59 24.44,-35 54 46.8,8.61,2.56,1.18,DSCTC,0.07251,,390.625
93259,18 59 50.96,+11 26 41.5,7.72,3.41,0.98,DSCTC,0.1612751,,293.25513
93270,18 59 58.12,+22 48 52.2,6.28,4.31,0.67,SR,nan,,232.01857
93272,18 59 58.44,-71 55 57.3,6.8,5.2,0.62,SPB:,0.57389,,192.3077
93275,18 59 59.01,+26 57 56.4,6.8,4.13,0.67,VAR,1.20004,,242.13074
93293,19 00 08.18,-18 15 10.1,11.75,-5.58,11.74,M,101.1,,-179.21147
93299,19 00 13.67,+50 32 00.5,5.39,5.23,0.53,ACV,nan,,191.20459
93309,19 00 19.06,+40 41 02.5,6.53,3.66,0.57,LB,nan,,273.22403
93311,19 00 22.14,+37 59 44.8,7.82,3.92,0.69,PULS,0.23392,,255.10204
93345,19 00 46.60,+00 23 49.9,9.97,2.87,1.56,VAR,nan,,348.43207
93349,19 00 49.41,+14 32 48.8,7.71,1.9,0.87,EB:,8.1497537,,526.3158
93359,19 00 57.79,+46 29 23.8,8.69,1.78,0.87,SRB,25.97,,561.7978
93361,19 01 00.05,-33 13 54.0,7.29,5.75,0.99,VAR,0.13808,,173.91304
93365,19 01 01.31,+20 01 24.9,8.17,1.57,1.15,VAR,3.81723,,636.9426
93395,19 01 17.75,+21 30 49.9,7.05,2.19,0.77,,nan,,456.621
93397,19 01 19.31,+29 31 08.0,6.82,6.07,0.61,ACV,1.687,,164.74464
93399,19 01 19.73,+00 08 49.2,9.96,0.75,1.47,DCEP,7.303552,,1333.3334
93411,19 01 27.31,-06 11 33.3,7.65,2.6,0.87,,nan,,384.6154
93417,19 01 33.50,+02 35 18.5,7.09,2.82,0.88,VAR,6.80921,,354.60992
93425,19 01 38.93,-36 53 26.3,7.22,7.35,1.15,VAR:,nan,,136.05443
93449,19 01 53.68,-36 57 08.1,11.57,121.75,68.24,INSA,66.0,,8.213552
93452,19 01 56.68,-15 46 43.8,10.25,3.24,1.72,ACV,1.04285,,308.64197
93456,19 01 59.50,-22 05 35.7,8.73,4.08,1.3,VAR,0.14364,,245.09804
93472,19 02 09.65,-35 19 42.7,9.02,-0.27,1.6,VAR,1.74792,,-3703.7036
93502,19 02 34.14,-10 43 18.3,6.64,3.5,0.81,EB/KE:,1.849084,,285.7143
93526,19 02 54.49,-03 41 56.4,5.4,6.53,0.83,CST,nan,,153.13936
93533,19 03 01.45,+24 07 00.5,8.12,2.48,0.85,MISC,13.855848,,403.2258
93544,19 03 08.33,-82 33 12.4,8.97,4.67,0.94,,nan,,214.13275
93551,19 03 17.62,-05 33 32.6,6.91,4.35,0.91,VAR:,nan,,229.88506
93552,19 03 17.69,-38 15 11.5,5.73,15.47,0.97,DSCTC,nan,,64.64124
93556,19 03 19.17,+48 30 36.0,8.89,11.13,0.71,ROT,0.994,,89.84726
93580,19 03 32.24,+01 49 08.2,5.82,18.12,0.74,DSCT:,nan,,55.187634
93591,19 03 37.32,+14 56 24.5,10.67,0.51,1.92,ACYG:,116.5,,1960.7843
93595,19 03 39.54,+57 27 25.8,8.42,5.63,1.45,EA/SD:,1.81723857,,177.61989
93603,19 03 42.47,+21 16 06.1,6.61,8.12,0.73,DSCT,0.109,,123.15271
93605,19 03 43.76,-22 42 42.8,8.4,3.14,1.44,SRB,60.0,,318.4713
93626,19 03 59.02,-04 19 01.9,10.88,-7.64,2.82,WR,4.649,,-130.89006
93631,19 04 01.68,+40 06 58.6,7.66,1.48,0.68,,nan,,675.67566
93633,19 04 02.11,+33 02 15.7,8.06,3.74,0.8,DSCTC:,0.127387,,267.37967
93636,19 04 04.59,+48 51 59.9,7.69,3.63,0.57,DSCT+GDOR,0.26652,,275.4821
93643,19 04 08.37,+02 31 35.0,8.14,2.47,1.0,MISC,1875.0,,404.8583
93666,19 04 24.15,-05 41 05.4,6.48,2.7,0.93,SRB,407.0,nan,370.37036
93668,19 04 26.17,-36 07 00.1,8.63,1.33,1.29,,nan,,751.8797
93673,19 04 33.01,+45 55 17.9,7.16,5.72,0.62,,nan,,174.82518
93681,19 04 39.42,+01 18 22.2,8.57,0.2,1.1,DCEP,17.141,,5000.0
93696,19 04 47.93,-18 42 27.2,8.65,1.66,1.1,BE,nan,,602.40967
93697,19 04 48.18,-13 50 44.2,9.56,0.41,1.36,ACV,3.0349,,2439.0244
93700,19 04 48.97,+38 44 33.5,8.23,4.0,0.71,SPB:,0.4267,,250.0
93707,19 04 53.10,+08 28 34.7,8.54,1.09,1.18,ACV:,0.93511,,917.43115
93717,19 04 57.66,-04 01 52.9,5.4,10.04,0.76,CST,nan,,99.60159
93720,19 04 58.27,+30 44 00.4,6.07,4.39,0.6,,nan,,227.79044
93724,19 05 00.13,-07 08 30.8,8.56,1.73,2.89,ELL,1.83663,,578.03467
93727,19 05 03.37,+57 07 31.9,9.29,2.71,0.83,ELL,0.5713698,,369.0037
93732,19 05 08.54,+09 38 31.7,6.88,3.49,0.83,EB,2.37401,,286.53296
93748,19 05 24.83,+36 56 27.0,8.34,3.07,0.76,VAR,1.21834,,325.7329
93749,19 05 25.40,+42 10 39.6,7.23,2.06,0.61,VAR,17.91,,485.43692
93751,19 05 26.39,-06 47 52.1,9.82,1.42,1.6,EA/KE,9.024,,704.2254
93763,19 05 41.18,-15 39 37.4,5.93,3.75,0.83,VAR:,nan,,266.66666
93764,19 05 42.98,+04 16 42.6,7.34,5.37,0.87,VAR,0.14016,,186.21974
93765,19 05 44.46,+19 04 41.0,9.1,-0.78,1.37,MISC,104.8,,-1282.0513
93770,19 05 47.13,+29 55 18.1,6.32,2.49,0.65,,nan,,401.6064
93773,19 05 48.18,+12 12 27.2,7.44,0.77,0.94,ROT,21.555976,,1298.7013
93785,19 05 57.85,-19 28 52.7,8.23,0.85,1.01,EW/KE,0.714806,,1176.4706
93786,19 05 58.19,-60 06 33.3,8.9,0.72,1.21,LB:,20.2822,,1388.8888
93808,19 06 17.03,+41 24 49.6,6.51,1.6,0.56,SPB,1.68713,,625.0
93809,19 06 18.19,-11 38 57.0,7.6,5.8,0.87,EA/DM,2.4082337,,172.41379
93815,19 06 19.92,-52 20 26.3,5.17,19.07,0.79,VAR,4.73687,,52.438385
93820,19 06 22.25,+08 13 48.6,7.61,4.73,1.19,M,270.5,,211.41649
93840,19 06 35.83,+01 31 20.3,7.6,2.88,0.98,,nan,,347.2222
93844,19 06 38.11,-51 25 03.2,7.19,1.61,0.83,EA/GS+SRD,778.0,,621.118
93867,19 06 58.60,+11 04 16.7,5.07,6.43,0.79,EB:,1.30211,,155.521
93887,19 07 08.33,-18 44 17.3,6.28,4.5,1.05,SPB,1.18964,,222.22223
93893,19 07 09.13,-39 07 57.0,9.06,7.18,1.87,LB,131.472427,,139.27577
93896,19 07 11.23,+08 20 56.6,8.84,1.55,1.25,CST,nan,,645.1613
93903,19 07 18.13,+36 06 00.6,5.25,3.92,0.52,BE,nan,,255.10204
93904,19 07 18.15,+03 26 34.9,7.43,0.12,0.91,ACYG,5.91156,,8333.334
93906,19 07 18.56,-17 14 30.7,7.64,1.99,0.95,,nan,,502.51257
93907,19 07 19.18,+41 03 14.8,7.14,3.2,0.6,ELL:,4.9396,,312.5
93908,19 07 19.44,+51 22 46.7,8.05,0.79,0.7,,nan,,1265.8228
93913,19 07 21.37,+46 05 07.1,7.71,1.21,0.63,VAR,1.32619,,826.4462
93919,19 07 26.39,-01 07 32.0,7.53,4.6,0.97,SR,nan,,217.39131
93931,19 07 36.78,-31 40 17.9,8.54,3.81,1.29,LB:,nan,,262.4672
93951,19 07 46.85,+49 29 07.0,7.38,7.05,0.54,ROT,3.337,,141.84396
93954,19 07 47.60,+38 55 41.6,7.61,7.76,1.09,EA,1.540407,,128.86598
93974,19 08 01.97,+24 43 33.7,6.59,4.16,0.62,VAR,1.22161,,240.38463
93987,19 08 11.78,+17 37 41.2,11.08,0.52,3.56,RCB,56.64,,1923.077
93989,19 08 13.19,+39 09 17.5,7.32,1.24,0.67,LB,nan,,806.4516
93990,19 08 13.75,+01 17 55.2,7.09,0.41,0.96,DCEP,13.7546,,2439.0244
93996,19 08 16.70,-19 17 25.0,5.56,2.13,0.82,GCAS,nan,,469.48355
