wav,rprs
 1.86891,0.1416480
 1.87280,0.1414676
 1.87669,0.1408900
 1.88060,0.1414910
 1.88451,0.1413672
 1.88842,0.1410488
 1.89235,0.1412087
 1.89629,0.1407867
 1.90023,0.1406663
 1.90418,0.1410377
 1.90814,0.1412768
 1.91211,0.1415528
 1.91608,0.1411237
 1.92007,0.1412249
 1.92406,0.1409619
 1.92806,0.1411014
 1.93207,0.1409433
 1.93609,0.1411362
 1.94012,0.1412223
 1.94415,0.1413800
 1.94819,0.1407473
 1.95224,0.1412586
 1.95630,0.1406659
 1.96037,0.1412831
 1.96445,0.1409740
 1.96853,0.1414295
 1.97263,0.1413238
 1.97673,0.1415625
 1.98084,0.1407612
 1.98496,0.1412346
 1.98909,0.1412144
 1.99322,0.1414449
 1.99737,0.1410621
 2.00152,0.1411288
 2.00568,0.1412726
 2.00985,0.1415100
 2.01403,0.1411451
 2.01822,0.1411747
 2.02242,0.1411545
 2.02662,0.1414496
 2.03084,0.1412297
 2.03506,0.1407889
 2.03929,0.1411792
 2.04353,0.1407018
 2.04778,0.1415232
 2.05204,0.1407526
 2.05631,0.1413348
 2.06058,0.1409251
 2.06487,0.1408706
 2.06916,0.1406463
 2.07346,0.1410155
 2.07778,0.1405228
 2.08210,0.1404715
 2.08643,0.1409427
 2.09076,0.1406173
 2.09511,0.1410315
 2.09947,0.1406382
 2.10383,0.1404246
 2.10821,0.1407298
 2.11259,0.1403885
 2.11699,0.1408234
 2.12139,0.1403792
 2.12580,0.1404445
 2.13022,0.1405409
 2.13465,0.1405741
 2.13909,0.1407739
 2.14354,0.1403024
 2.14799,0.1404970
 2.15246,0.1406014
 2.15694,0.1405728
 2.16142,0.1405516
 2.16592,0.1401996
 2.17042,0.1402141
 2.17493,0.1407549
 2.17946,0.1403651
 2.18399,0.1399886
 2.18853,0.1401277
 2.19308,0.1402811
 2.19764,0.1402491
 2.20221,0.1403328
 2.20679,0.1401362
 2.21138,0.1404582
 2.21598,0.1402929
 2.22059,0.1401006
 2.22520,0.1403317
 2.22983,0.1401659
 2.23447,0.1400080
 2.23911,0.1400313
 2.24377,0.1399918
 2.24844,0.1403446
 2.25311,0.1400579
 2.25780,0.1403718
 2.26249,0.1399052
 2.26720,0.1397987
 2.27191,0.1400479
 2.27663,0.1398680
 2.28137,0.1400036
 2.28611,0.1396768
 2.29087,0.1398993
 2.29563,0.1405896
 2.30040,0.1401759
 2.30519,0.1401435
 2.30998,0.1400314
 2.31478,0.1401263
 2.31960,0.1407416
 2.32442,0.1410154
 2.32925,0.1402659
 2.33410,0.1405263
 2.33895,0.1404358
 2.34382,0.1403413
 2.34869,0.1402534
 2.35357,0.1405752
 2.35847,0.1412254
 2.36337,0.1404566
 2.36829,0.1398411
 2.37321,0.1403761
 2.37815,0.1400733
 2.38309,0.1406870
 2.38805,0.1406540
 2.39301,0.1404712
 2.39799,0.1405789
 2.40298,0.1407509
 2.40797,0.1412148
 2.41298,0.1412940
 2.41800,0.1405895
 2.42302,0.1404066
 2.42806,0.1409055
 2.43311,0.1408394
 2.43817,0.1406907
 2.44324,0.1411652
 2.44832,0.1410957
 2.45341,0.1414215
 2.45852,0.1413921
 2.46363,0.1420148
 2.46875,0.1413368
 2.47388,0.1410330
 2.47903,0.1413467
 2.48418,0.1410002
 2.48935,0.1425673
 2.49453,0.1414547
 2.49971,0.1418053
 2.50491,0.1415559
 2.51012,0.1419843
 2.51534,0.1412590
 2.52057,0.1421461
 2.52581,0.1417219
 2.53106,0.1414234
 2.53633,0.1424614
 2.54160,0.1421228
 2.54689,0.1422952
 2.55218,0.1411991
 2.55749,0.1415185
 2.56281,0.1420314
