id,starname,HD,HIP,TIC,letter,facility,n_stars,n_planets,discovery_method,year,period,a,planet_radius,planet_mass,density,e,insolation_flux,teff,i,b,K,spectral_type,star_temperature,star_radius,star_mass,star_met,star_luminosity,star_logg,star_age,star_density,star_prot,distance,RA,Dec
4608,Kepler-234,,,TIC 137318075,b,Kepler,1,2,Transit,2014,2.711506,0.04,3.7,13.2,1.43,0.0,1007.72,1420.0,89.81,0.85,,,6224.0,1.11,1.11,0.09,0.24,4.42,3.47,0.91618,,1733.1,291.6535379,38.4946597
4612,Kepler-226,,,TIC 63204017,c,Kepler,1,3,Transit,2014,5.349555,0.058,2.27,45.2,21.2,0.0,180.51,919.0,89.62,0.25,,,5571.0,0.8,0.91,0.16,-0.239,4.59,0.5,1.73782,,980.138,292.3760942,47.8809596
4615,Kepler-395,,,TIC 270520765,b,Kepler,1,2,Transit,2014,7.054346,0.061,1.03,1.08,5.43,0.0,17.8,576.0,88.36,0.09,,,4262.0,0.56,0.62,-0.02,-1.194,4.73,1.6,3.28318,19.92,421.382,293.5111889,45.1366252
4621,Kepler-308,,,TIC 184162776,b,Kepler,1,2,Transit,2014,9.694928,0.09,2.12,5.14,2.96,0.0,108.64,833.0,89.36,0.3,,,5895.0,0.94,0.92,-0.04,-0.116,4.51,0.5,3.68154,,1335.92,295.7852423,40.4395753
4623,Kepler-267,,,TIC 269357457,b,Kepler,1,3,Transit,2014,3.353728,0.037,1.98,37.9,26.8,0.0,45.84,615.0,89.84,0.22,,M1 V,4258.0,0.56,0.54,-0.18,-1.229,4.73,3.31,4.69279,,264.993,299.8305655,47.1575741
4624,Kepler-304,,,TIC 377909730,d,Kepler,1,4,Transit,2014,9.653471,0.08,2.75,8.0,2.11,0.0,33.16,611.0,89.67,0.75,,,4731.0,0.69,0.8,0.05,-0.662,4.63,2.09,3.54622,,434.684,294.4418031,40.5575408
4634,Kepler-466,,,TIC 27644083,c,Kepler,1,2,Transit,2016,3.70921385,0.0465,1.25,2.1,5.91,0.0,500.46,1206.0,89.73,0.595,,,5927.0,1.05,1.04,-0.01,-0.067,4.42,3.47,1.77451,,530.122,295.6486585,48.4955191
4637,Kepler-42,,,TIC 63126862,b,Kepler,1,3,Transit,2011,1.2137672,0.0116,0.78,0.399,4.62,0.04,22.39,519.0,85.57,0.711,,M,3068.0,0.17,0.13,-0.33,-2.62,5.11,4.5,26.8,,40.0595,292.2196,44.6173667
4638,Kepler-356,,,TIC 137636895,b,Kepler,1,2,Transit,2014,4.612696,0.057,1.57,3.09,4.39,0.0,844.98,1294.0,84.44,0.26,,,6133.0,1.33,1.17,-0.023,0.461,4.26,2.54,0.40888,,707.559,292.4210998,37.6827919
4652,Kepler-80,,,TIC 184296619,e,Kepler,1,6,Transit,2014,4.64489,0.0491,1.6,4.13,3.75,0.0,94.78,629.0,88.79,0.71,,K5,4540.0,0.68,0.73,0.04,-0.77,4.64,2.0,2.33,,369.451,296.1125759,39.9787451
4695,Kepler-83,,,TIC 123416515,d,Kepler,2,3,Transit,2014,5.169796,0.051,1.94,24.6,18.5,0.0,28.81,569.0,88.87,0.37,,M0 V,4648.0,0.59,0.58,-0.2,-1.102,4.72,3.09,3.97487,,400.409,282.2325197,43.6655662
4734,Kepler-240,,,TIC 122712446,b,Kepler,1,2,Transit,2014,4.144495,0.048,1.37,2.45,5.24,0.0,142.74,864.0,89.99,0.24,,,4985.0,0.74,0.75,0.18,-0.524,4.63,0.9,2.49621,,746.927,291.1587635,40.7502108
4736,Kepler-155,,,TIC 298969755,b,Kepler,1,2,Transit,2014,5.931194,0.056,2.09,5.02,3.02,0.0,23.5,614.0,89.88,0.67,,M0 V,4508.0,0.62,0.64,-0.142,-1.21,4.68,2.9,1.00752,26.43,293.499,288.4957831,51.0819286
4763,Kepler-10,,,TIC 377780790,b,Kepler,1,2,Transit,2011,0.837491,0.0172,1.481,4.60853,8.0,0.06,3741.78,2130.0,85.1,0.3,3.3,,5627.0,1.06,0.91,-0.15,0.055,4.35,9.12,1.068,,185.506,285.679298,50.2414842
4858,Kepler-1972,,,TIC 121604440,b,Kepler,1,2,Transit,2014,7.54425,0.0763,0.802,2.02,4.02,0.067,326.67,1084.0,87.62,0.51,,,5818.0,1.38,1.12,0.23,0.294,4.2,7.4,0.62596,,287.339,288.3953074,39.8725067
4883,Kepler-1705,,,TIC 185335907,b,Kepler,1,2,Transit,2014,9.03502,0.08,2.03,4.47,2.977353,0.033,91.74,789.0,88.79,0.32,,,6312.0,1.26,1.14,-0.2,0.354,4.3,2.59,0.79655,,1633.49,301.5785316,44.3121639
